"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","Pittsburgh Penguins","29","1440.5333","16","8","5","15","37","0.638","1393","1262","52.47","1082","932","53.72","825","709","53.78","62","48","56.36","61.72","52.31","54.13","709","617","53.47","445","373","54.40","57","44","56.44","12.81","88.20","275","230","54.46","217","181","54.52","37","29","56.06","17.05","83.98","434","387","52.86","228","192","54.29","20","15","57.14","8.77","92.19","610","561","52.09","351","302","53.75","5","4","55.56","1.42","98.68","7.52","93.23","1.007"
"2","Tampa Bay Lightning","29","1392.8167","19","6","4","17","42","0.724","1246","1218","50.57","973","926","51.24","673","684","49.59","58","43","57.43","58.02","50.81","53.31","679","640","51.48","377","386","49.41","46","37","55.42","12.20","90.41","296","219","57.48","202","171","54.16","34","25","57.63","16.83","85.38","383","421","47.64","175","215","44.87","12","12","50.00","6.86","94.42","497","521","48.82","267","272","49.54","11","6","64.71","4.12","97.79","8.62","93.71","1.023"
"3","Seattle Kraken","30","1493.15","10","17","3","10","23","0.383","1218","1279","48.78","921","961","48.94","670","703","48.80","54","80","40.30","50.6","55.28","47.79","576","595","49.19","361","367","49.59","45","66","40.54","12.47","82.02","229","236","49.25","179","185","49.18","28","42","40.00","15.64","77.30","347","359","49.15","182","182","50.00","17","24","41.46","9.34","86.81","568","604","48.46","295","306","49.08","9","14","39.13","3.05","95.42","8.06","88.62","0.967"
"4","Vegas Golden Knights","30","1467.9667","19","11","0","17","38","0.633","1448","1393","50.97","1076","1003","51.76","795","738","51.86","75","62","54.74","66.05","64.16","50.73","700","713","49.54","428","406","51.32","65","54","54.62","15.19","86.70","298","294","50.34","222","210","51.39","42","41","50.60","18.92","80.48","402","419","48.96","206","196","51.24","23","13","63.89","11.17","93.37","628","580","51.99","330","298","52.55","10","8","55.56","3.03","97.32","9.43","91.60","1.010"
"5","Montreal Canadiens","31","1501.0833","7","21","3","6","17","0.274","1346","1427","48.54","978","1097","47.13","722","807","47.22","46","65","41.44","56.22","64.81","46.45","664","732","47.56","366","433","45.81","40","55","42.11","10.93","87.30","264","289","47.74","187","210","47.10","24","43","35.82","12.83","79.52","400","443","47.45","179","223","44.53","16","12","57.14","8.94","94.62","579","590","49.53","320","330","49.23","6","10","37.50","1.88","96.97","6.37","91.95","0.983"
"6","Toronto Maple Leafs","30","1481.4667","20","8","2","20","42","0.700","1488","1355","52.34","1118","1065","51.21","816","769","51.48","64","53","54.70","71.37","59.35","54.60","847","701","54.72","517","421","55.12","57","47","54.81","11.03","88.84","327","288","53.17","250","202","55.31","39","31","55.71","15.60","84.65","520","413","55.73","267","219","54.94","18","16","52.94","6.74","92.69","572","581","49.61","270","311","46.47","7","6","53.85","2.59","98.07","7.84","93.11","1.010"
"7","New York Rangers","30","1454.2","19","7","4","18","42","0.700","1185","1413","45.61","900","1050","46.15","647","744","46.51","50","53","48.54","53.62","61.33","46.65","593","733","44.72","349","403","46.41","44","47","48.35","12.61","88.34","258","277","48.22","188","196","48.96","28","34","45.16","14.89","82.65","335","456","42.35","161","207","43.75","16","13","55.17","9.94","93.72","511","604","45.83","259","311","45.44","6","6","50.00","2.32","98.07","7.73","92.88","1.006"
"8","Washington Capitals","30","1489.8333","18","5","7","16","43","0.717","1370","1287","51.56","1058","962","52.38","762","694","52.34","76","50","60.32","62.78","56.02","52.85","694","661","51.22","418","378","52.51","65","39","62.50","15.55","89.68","271","263","50.75","192","176","52.17","38","29","56.72","19.79","83.52","423","398","51.52","226","202","52.80","27","10","72.97","11.95","95.05","589","531","52.59","310","286","52.01","11","11","50.00","3.55","96.15","9.97","92.80","1.028"
"9","Chicago Blackhawks","30","1435.2167","11","15","4","8","26","0.433","1178","1350","46.60","840","991","45.88","611","734","45.43","42","62","40.38","47.86","57.57","45.40","576","674","46.08","331","408","44.79","36","55","39.56","10.88","86.52","205","224","47.79","147","186","44.14","22","36","37.93","14.97","80.65","371","450","45.19","184","222","45.32","14","19","42.42","7.61","91.44","524","598","46.70","257","307","45.57","6","7","46.15","2.33","97.72","6.87","91.55","0.984"
"10","Colorado Avalanche","27","1247.8833","17","8","2","16","36","0.667","1232","1112","52.56","889","831","51.69","675","628","51.80","69","58","54.33","51.64","46.07","52.85","629","512","55.13","381","303","55.70","56","49","53.33","14.70","83.83","233","200","53.81","186","150","55.36","35","28","55.56","18.82","81.33","396","312","55.93","195","153","56.03","21","21","50.00","10.77","86.27","520","510","50.49","258","290","47.08","13","9","59.09","5.04","96.90","10.22","90.76","1.010"
"11","Vancouver Canucks","31","1484.8","14","15","2","11","30","0.484","1406","1369","50.67","1025","1007","50.44","770","767","50.10","48","46","51.06","55.74","59.09","48.54","655","698","48.41","382","428","47.16","39","42","48.15","10.21","90.19","232","266","46.59","170","212","44.50","25","27","48.08","14.71","87.26","423","432","49.47","212","216","49.53","14","15","48.28","6.60","93.06","653","581","52.92","352","307","53.41","9","4","69.23","2.56","98.70","6.23","94.00","1.002"
"12","Edmonton Oilers","29","1401.7667","18","11","0","16","36","0.621","1320","1268","51.00","976","985","49.77","723","751","49.05","56","68","45.16","58.64","57.52","50.48","626","647","49.18","360","417","46.33","49","50","49.49","13.61","88.01","253","277","47.74","189","207","47.73","36","33","52.17","19.05","84.06","373","370","50.20","171","210","44.88","13","17","43.33","7.60","91.90","606","526","53.53","339","296","53.39","7","17","29.17","2.06","94.26","7.75","90.95","0.987"
"13","Buffalo Sabres","30","1501.5333","10","15","5","8","25","0.417","1280","1372","48.27","989","1080","47.80","728","822","46.97","58","70","45.31","53.61","60.63","46.93","591","648","47.70","347","409","45.90","50","61","45.05","14.41","85.09","249","290","46.20","177","222","44.36","32","40","44.44","18.08","81.98","342","358","48.86","170","187","47.62","18","21","46.15","10.59","88.77","619","648","48.86","357","386","48.05","8","8","50.00","2.24","97.93","7.97","91.48","0.995"
"14","Ottawa Senators","28","1323.9333","9","17","2","8","20","0.357","1118","1370","44.94","852","1010","45.76","608","717","45.89","52","64","44.83","49.05","58.09","45.78","556","681","44.95","325","382","45.97","41","57","41.84","12.62","85.08","221","264","45.57","157","186","45.77","27","36","42.86","17.20","80.65","335","417","44.55","168","196","46.15","14","21","40.00","8.33","89.29","493","604","44.94","251","303","45.31","11","7","61.11","4.38","97.69","8.55","91.07","0.996"
