"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","Pittsburgh Penguins","62","3049.5667","37","16","9","34","83","0.669","2939","2661","52.48","2269","1992","53.25","1695","1498","53.08","129","113","53.31","133.06","115.86","53.46","1466","1304","52.92","923","806","53.38","115","102","53.00","12.46","87.34","586","510","53.47","465","403","53.57","77","76","50.33","16.56","81.14","880","794","52.57","458","403","53.19","38","26","59.38","8.30","93.55","1288","1182","52.15","692","616","52.91","14","11","56.00","2.02","98.21","7.61","92.46","1.001"
"2","Tampa Bay Lightning","60","2868.8","39","15","6","37","84","0.700","2567","2476","50.90","1996","1887","51.40","1393","1376","50.31","135","105","56.25","121.66","106.08","53.42","1419","1299","52.21","815","783","51.00","114","91","55.61","13.99","88.38","604","466","56.45","423","356","54.30","74","63","54.01","17.49","82.30","815","833","49.45","392","427","47.86","40","28","58.82","10.20","93.44","1027","1052","49.40","533","540","49.67","20","14","58.82","3.75","97.41","9.69","92.37","1.021"
"3","Seattle Kraken","62","3016.0333","18","38","6","16","42","0.339","2598","2608","49.90","1924","1972","49.38","1383","1420","49.34","108","149","42.02","104.33","113.47","47.90","1214","1265","48.97","714","729","49.48","86","126","40.57","12.04","82.72","467","497","48.44","345","367","48.46","57","82","41.01","16.52","77.66","747","768","49.31","369","362","50.48","29","44","39.73","7.86","87.85","1209","1183","50.54","625","621","50.16","22","23","48.89","3.52","96.30","7.81","89.51","0.973"
"4","Vegas Golden Knights","63","3099.15","33","26","4","29","70","0.556","3110","2817","52.47","2325","1996","53.81","1706","1472","53.68","138","130","51.49","141.23","128.47","52.36","1528","1468","51.00","913","831","52.35","120","107","52.86","13.14","87.12","637","617","50.80","463","439","51.33","80","77","50.96","17.28","82.46","891","851","51.15","450","392","53.44","40","30","57.14","8.89","92.35","1336","1129","54.20","708","558","55.92","17","22","43.59","2.40","96.06","8.09","91.17","0.993"
"5","Montreal Canadiens","61","2894.6667","16","36","9","14","41","0.336","2534","2773","47.75","1868","2123","46.81","1407","1557","47.47","101","142","41.56","111.44","130.38","46.08","1246","1440","46.39","724","858","45.76","86","124","40.95","11.88","85.55","510","598","46.03","369","429","46.24","48","92","34.29","13.01","78.55","736","842","46.64","355","429","45.28","38","32","54.29","10.70","92.54","1065","1149","48.10","601","627","48.94","15","18","45.45","2.50","97.13","7.18","90.88","0.981"
"6","Toronto Maple Leafs","61","3017.3833","39","17","5","37","83","0.680","3093","2667","53.70","2323","2062","52.98","1677","1521","52.44","153","137","52.76","144.34","118.74","54.87","1692","1329","56.01","1007","813","55.33","136","121","52.92","13.51","85.12","652","542","54.61","475","397","54.47","86","81","51.50","18.11","79.60","1040","787","56.92","532","416","56.12","50","40","55.56","9.40","90.38","1255","1162","51.92","613","619","49.76","16","16","50.00","2.61","97.42","9.12","90.99","1.001"
"7","New York Rangers","61","2988.55","38","18","5","34","81","0.664","2406","2878","45.53","1829","2144","46.04","1329","1536","46.39","111","112","49.78","110.87","130.46","45.94","1196","1499","44.38","703","849","45.30","93","98","48.69","13.23","88.46","528","615","46.19","388","445","46.58","63","70","47.37","16.24","84.27","668","884","43.04","315","404","43.81","30","28","51.72","9.52","93.07","1060","1212","46.65","564","616","47.80","18","14","56.25","3.19","97.73","8.35","92.71","1.011"
"8","Washington Capitals","63","3066.9833","35","18","10","31","80","0.635","2804","2766","50.34","2143","2052","51.08","1534","1462","51.20","138","113","54.98","123.49","120.15","50.68","1412","1373","50.70","836","798","51.16","117","94","55.45","14.00","88.22","528","540","49.44","369","382","49.13","69","65","51.49","18.70","82.98","884","833","51.49","467","416","52.89","48","29","62.34","10.28","93.03","1209","1188","50.44","627","602","51.02","21","19","52.50","3.35","96.84","9.00","92.27","1.013"
"9","Chicago Blackhawks","61","2955.2833","22","30","9","19","53","0.434","2492","2840","46.74","1797","2045","46.77","1341","1523","46.82","102","133","43.40","98.97","119","45.40","1170","1377","45.94","700","821","46.02","88","114","43.56","12.57","86.11","427","463","47.98","318","362","46.76","52","72","41.94","16.35","80.11","743","914","44.84","382","459","45.42","36","42","46.15","9.42","90.85","1163","1297","47.28","588","656","47.27","14","19","42.42","2.38","97.10","7.61","91.27","0.989"
"10","Colorado Avalanche","62","2931.2","44","13","5","41","93","0.750","2992","2638","53.14","2162","1991","52.06","1654","1495","52.52","147","107","57.87","125.23","113.38","52.48","1441","1240","53.75","874","757","53.59","122","88","58.10","13.96","88.38","562","535","51.23","424","394","51.83","79","55","58.96","18.63","86.04","879","705","55.49","450","363","55.35","43","33","56.58","9.56","90.91","1346","1194","52.99","697","670","50.99","25","18","58.14","3.59","97.31","8.89","92.84","1.017"
