"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","San Jose Sharks","34","1646.75","10","18","6","9","26","0.382","1487","1593","48.28","1086","1152","48.53","771","827","48.25","71","88","44.65","72.38","69.89","50.88","829","816","50.40","464","461","50.16","60","77","43.80","12.93","83.30","359","294","54.98","236","203","53.76","35","39","47.30","14.83","80.79","470","522","47.38","228","258","46.91","25","38","39.68","10.96","85.27","566","663","46.05","273","320","46.04","11","11","50.00","4.03","96.56","9.21","89.36","0.986"
"2","Nashville Predators","30","1399.05","13","13","4","11","30","0.500","1328","1372","49.19","968","1003","49.11","671","727","48.00","47","51","47.96","61.07","62.78","49.31","657","700","48.42","346","399","46.44","36","43","45.57","10.40","89.22","264","283","48.26","181","196","48.01","26","25","50.98","14.36","87.24","393","417","48.52","165","203","44.84","10","18","35.71","6.06","91.13","567","555","50.53","288","279","50.79","11","8","57.89","3.82","97.13","7.00","92.98","1.000"
"3","Tampa Bay Lightning","31","1454.2","20","10","1","20","41","0.661","1374","1320","51.00","1024","975","51.23","726","724","50.07","66","56","54.10","69.35","62.38","52.65","797","707","52.99","445","391","53.23","55","49","52.88","12.36","87.47","359","275","56.62","237","197","54.61","38","28","57.58","16.03","85.79","438","432","50.34","208","194","51.74","17","21","44.74","8.17","89.18","497","529","48.44","249","302","45.19","10","7","58.82","4.02","97.68","9.09","92.27","1.014"
"4","New York Rangers","34","1646.1333","18","11","5","17","41","0.603","1545","1463","51.36","1151","1061","52.03","831","771","51.87","72","61","54.14","70.36","67.41","51.07","785","767","50.58","425","421","50.24","57","49","53.77","13.41","88.36","320","316","50.31","216","222","49.32","39","32","54.93","18.06","85.59","465","451","50.76","209","199","51.23","18","17","51.43","8.61","91.46","649","575","53.02","373","313","54.37","15","12","55.56","4.02","96.17","8.66","92.09","1.008"
"5","Vegas Golden Knights","34","1687.5","22","11","1","20","45","0.662","1619","1683","49.03","1180","1162","50.38","868","834","51.00","68","66","50.75","76.23","66.7","53.33","817","814","50.09","482","429","52.91","60","54","52.63","12.45","87.41","350","290","54.69","250","196","56.05","37","31","54.41","14.80","84.18","467","524","47.12","232","233","49.89","23","23","50.00","9.91","90.13","647","712","47.61","330","355","48.18","8","11","42.11","2.42","96.90","7.83","92.09","0.999"
"6","Los Angeles Kings","35","1655.1","18","12","5","15","41","0.586","1652","1527","51.97","1222","1074","53.22","891","753","54.20","72","72","50.00","73.97","64.95","53.25","853","772","52.49","496","423","53.97","63","62","50.40","12.70","85.34","350","314","52.71","240","210","53.33","38","38","50.00","15.83","81.90","503","458","52.34","256","213","54.58","25","24","51.02","9.77","88.73","670","611","52.30","362","287","55.78","9","10","47.37","2.49","96.52","8.08","90.44","0.985"
"7","Boston Bruins","31","1435.7","25","4","2","23","52","0.839","1399","1241","52.99","1053","917","53.45","787","674","53.87","70","42","62.50","66.36","52.64","55.76","754","613","55.16","443","344","56.29","57","36","61.29","12.87","89.53","316","249","55.93","228","176","56.44","36","19","65.45","15.79","89.20","438","364","54.61","215","168","56.14","21","17","55.26","9.77","89.88","583","540","51.91","312","280","52.70","13","6","68.42","4.17","97.86","8.89","93.77","1.027"
"8","Washington Capitals","34","1624.55","17","13","4","17","38","0.559","1598","1535","51.01","1163","1127","50.79","822","799","50.71","65","63","50.78","70.05","67.39","50.97","789","748","51.33","446","416","51.74","60","52","53.57","13.45","87.50","315","295","51.64","211","195","51.97","35","36","49.30","16.59","81.54","474","453","51.13","235","221","51.54","25","16","60.98","10.64","92.76","655","668","49.51","309","342","47.47","5","11","31.25","1.62","96.78","7.91","92.12","1.000"
"9","Columbus Blue Jackets","32","1560.6333","10","20","2","10","22","0.344","1396","1702","45.06","1021","1236","45.24","731","893","45.01","61","91","40.13","60.2","74","44.86","646","819","44.10","388","452","46.19","45","76","37.19","11.60","83.19","244","322","43.11","172","218","44.10","25","49","33.78","14.53","77.52","402","497","44.72","216","234","48.00","20","27","42.55","9.26","88.46","612","753","44.84","308","400","43.50","16","15","51.61","5.19","96.25","8.34","89.81","0.982"
"10","Carolina Hurricanes","32","1516.5333","20","6","6","18","46","0.719","1665","1121","59.76","1231","851","59.13","835","620","57.39","63","47","57.27","75.67","53.83","58.43","813","565","59.00","439","346","55.92","53","41","56.38","12.07","88.15","346","268","56.35","234","186","55.71","33","25","56.90","14.10","86.56","467","297","61.13","205","160","56.16","20","16","55.56","9.76","90.00","704","438","61.65","364","230","61.28","10","6","62.50","2.75","97.39","7.54","92.42","1.000"
