"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","San Jose Sharks","31","1503","10","16","5","9","25","0.403","1380","1438","48.97","1011","1039","49.32","718","744","49.11","67","77","46.53","66.82","62.29","51.76","770","737","51.09","432","410","51.31","56","66","45.90","12.96","83.90","329","257","56.14","220","174","55.84","33","32","50.77","15.00","81.61","441","480","47.88","212","236","47.32","23","34","40.35","10.85","85.59","526","600","46.71","252","291","46.41","11","11","50.00","4.37","96.22","9.33","89.65","0.990"
"2","Nashville Predators","27","1252.1333","12","12","3","10","27","0.500","1200","1223","49.53","871","893","49.38","601","654","47.89","43","49","46.74","54.93","55.64","49.68","603","624","49.14","312","357","46.64","34","42","44.74","10.90","88.24","236","248","48.76","158","175","47.45","24","25","48.98","15.19","85.71","367","376","49.39","154","182","45.83","10","17","37.04","6.49","90.66","510","493","50.85","258","252","50.59","9","7","56.25","3.49","97.22","7.15","92.51","0.997"
"3","Tampa Bay Lightning","28","1303.7167","18","9","1","18","37","0.661","1260","1191","51.41","942","878","51.76","672","650","50.83","59","53","52.68","64.44","56.66","53.21","739","641","53.55","415","351","54.18","48","47","50.53","11.57","86.61","329","252","56.63","220","182","54.73","33","28","54.10","15.00","84.62","410","389","51.31","195","169","53.57","15","19","44.12","7.69","88.76","444","473","48.42","225","268","45.64","10","6","62.50","4.44","97.76","8.78","91.85","1.006"
"4","New York Rangers","30","1438.2167","15","10","5","14","35","0.583","1373","1274","51.87","1023","926","52.49","743","680","52.21","59","56","51.30","62.86","59.53","51.36","696","667","51.06","380","372","50.53","47","46","50.54","12.37","87.63","283","278","50.45","191","197","49.23","32","29","52.46","16.75","85.28","413","389","51.50","189","175","51.92","15","17","46.88","7.94","90.29","576","500","53.53","333","274","54.86","12","10","54.55","3.60","96.35","7.94","91.76","0.997"
"5","Vegas Golden Knights","31","1531.9667","21","9","1","19","43","0.694","1464","1561","48.40","1060","1072","49.72","786","771","50.48","66","59","52.80","69.52","63.12","52.41","749","770","49.31","441","406","52.07","58","49","54.21","13.15","87.93","324","277","53.91","231","186","55.40","35","29","54.69","15.15","84.41","425","493","46.30","210","220","48.84","23","20","53.49","10.95","90.91","572","647","46.92","291","321","47.55","8","9","47.06","2.75","97.20","8.40","92.35","1.007"
"6","Los Angeles Kings","32","1522.8167","15","12","5","14","35","0.547","1511","1404","51.84","1124","992","53.12","815","700","53.80","67","71","48.55","68.48","60.1","53.26","782","706","52.55","455","392","53.72","58","61","48.74","12.75","84.44","319","293","52.12","219","198","52.52","33","38","46.48","15.07","80.81","463","413","52.85","236","194","54.88","25","23","52.08","10.59","88.14","608","561","52.01","327","267","55.05","9","10","47.37","2.75","96.25","8.22","89.86","0.981"
"7","Boston Bruins","28","1300.6667","23","4","1","21","47","0.839","1256","1116","52.95","954","824","53.66","719","607","54.22","64","38","62.75","59.97","47.34","55.88","678","545","55.44","403","305","56.92","52","33","61.18","12.90","89.18","286","223","56.19","209","156","57.26","35","16","68.63","16.75","89.74","392","322","54.90","194","149","56.56","17","17","50.00","8.76","88.59","520","487","51.64","286","254","52.96","12","5","70.59","4.20","98.03","8.90","93.74","1.026"
"8","Washington Capitals","31","1473.7","15","12","4","15","34","0.548","1437","1399","50.67","1035","1026","50.22","723","735","49.59","56","58","49.12","62.49","62","50.20","719","682","51.32","396","380","51.03","54","49","52.43","13.64","87.11","283","270","51.18","183","182","50.14","31","35","46.97","16.94","80.77","436","412","51.42","213","198","51.82","23","14","62.16","10.80","92.93","581","609","48.82","265","319","45.38","2","9","18.18","0.75","97.18","7.75","92.11","0.999"
"9","Columbus Blue Jackets","28","1354.4333","10","16","2","10","22","0.393","1209","1464","45.23","879","1070","45.10","636","770","45.23","57","83","40.71","52.47","62.59","45.60","557","689","44.70","336","382","46.80","42","68","38.18","12.50","82.20","209","259","44.66","149","179","45.43","24","44","35.29","16.11","75.42","348","430","44.73","187","203","47.95","18","24","42.86","9.63","88.18","524","653","44.52","268","349","43.44","15","15","50.00","5.60","95.70","8.96","89.22","0.982"
"10","Carolina Hurricanes","28","1329.7167","16","6","6","14","38","0.679","1487","968","60.57","1094","732","59.91","734","540","57.61","53","41","56.38","65.61","46.6","58.47","721","494","59.34","385","306","55.72","46","35","56.79","11.95","88.56","300","231","56.50","203","164","55.31","29","22","56.86","14.29","86.59","421","263","61.55","182","142","56.17","17","13","56.67","9.34","90.85","635","373","63.00","319","195","62.06","7","6","53.85","2.19","96.92","7.22","92.41","0.996"
