"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","Pittsburgh Penguins","77","3781.7833","43","23","11","40","97","0.630","3649","3345","52.17","2823","2503","53.00","2100","1889","52.64","165","148","52.72","166.61","144.59","53.54","1838","1620","53.15","1159","1014","53.34","144","132","52.17","12.42","86.98","745","637","53.91","595","505","54.09","99","95","51.03","16.64","81.19","1093","983","52.65","564","509","52.56","45","37","54.88","7.98","92.73","1589","1500","51.44","847","785","51.90","21","16","56.76","2.48","97.96","7.86","92.17","1.000"
"2","Tampa Bay Lightning","75","3585.6167","46","21","8","44","100","0.667","3232","3090","51.12","2490","2366","51.28","1751","1722","50.42","162","136","54.36","153.18","136.45","52.89","1793","1630","52.38","1031","973","51.45","140","119","54.05","13.58","87.77","751","612","55.10","526","454","53.67","90","87","50.85","17.11","80.84","1042","1018","50.58","505","519","49.32","50","32","60.98","9.90","93.83","1283","1311","49.46","665","683","49.33","21","17","55.26","3.16","97.51","9.25","92.10","1.014"
"3","Seattle Kraken","74","3616.1","24","44","6","21","54","0.365","3159","3124","50.28","2348","2373","49.74","1681","1697","49.76","135","167","44.70","129.34","139.26","48.15","1497","1528","49.49","886","881","50.14","110","142","43.65","12.42","83.88","580","621","48.29","428","448","48.86","67","95","41.36","15.65","78.79","917","907","50.27","458","433","51.40","43","47","47.78","9.39","89.15","1457","1400","51.00","745","734","50.37","25","25","50.00","3.36","96.59","8.03","90.16","0.982"
"4","Vegas Golden Knights","76","3753.2","41","30","5","37","87","0.572","3757","3453","52.11","2820","2455","53.46","2076","1804","53.51","169","151","52.81","171.12","154.88","52.49","1856","1775","51.12","1117","1011","52.49","146","126","53.68","13.07","87.54","780","731","51.62","566","522","52.02","100","84","54.35","17.67","83.91","1076","1044","50.75","551","489","52.98","46","42","52.27","8.35","91.41","1597","1403","53.23","852","692","55.18","22","24","47.83","2.58","96.53","8.14","91.63","0.998"
"5","Montreal Canadiens","76","3634.1333","20","45","11","17","51","0.336","3151","3575","46.85","2333","2715","46.22","1750","2004","46.62","134","179","42.81","140.6","169.79","45.30","1550","1896","44.98","891","1127","44.15","113","155","42.16","12.68","86.25","640","786","44.88","448","568","44.09","62","112","35.63","13.84","80.28","910","1110","45.05","443","559","44.21","51","43","54.26","11.51","92.31","1338","1430","48.34","761","785","49.22","21","23","47.73","2.76","97.07","7.66","91.07","0.987"
"6","Toronto Maple Leafs","75","3673.9833","49","20","6","47","104","0.693","3740","3225","53.70","2823","2480","53.23","2048","1827","52.85","194","170","53.30","175.19","141.95","55.24","2065","1606","56.25","1230","984","55.56","170","149","53.29","13.82","84.86","799","646","55.29","578","469","55.21","105","100","51.22","18.17","78.68","1266","960","56.87","652","515","55.87","65","49","57.02","9.97","90.49","1495","1401","51.62","748","742","50.20","23","21","52.27","3.07","97.17","9.47","90.70","1.002"
"7","New York Rangers","76","3745.4667","49","21","6","45","104","0.684","3097","3464","47.20","2343","2586","47.53","1702","1843","48.01","147","135","52.13","141.13","157.96","47.19","1542","1802","46.11","914","1013","47.43","125","118","51.44","13.68","88.35","667","733","47.64","494","520","48.72","85","82","50.90","17.21","84.23","875","1069","45.01","420","493","46.00","40","36","52.63","9.52","92.70","1366","1461","48.32","716","749","48.87","22","17","56.41","3.07","97.73","8.64","92.67","1.013"
"8","Washington Capitals","75","3633.1667","42","23","10","37","94","0.627","3335","3307","50.21","2555","2446","51.09","1817","1727","51.27","167","145","53.53","149.46","145.88","50.61","1679","1654","50.38","982","937","51.17","140","121","53.64","14.26","87.09","645","650","49.81","441","461","48.89","83","84","49.70","18.82","81.78","1034","1004","50.74","541","476","53.20","57","37","60.64","10.54","92.23","1425","1410","50.26","747","716","51.06","27","24","52.94","3.61","96.65","9.19","91.60","1.008"
"9","Chicago Blackhawks","75","3660.8167","25","39","11","20","61","0.407","3067","3603","45.98","2229","2614","46.03","1663","1959","45.91","129","175","42.43","125.48","154.03","44.89","1445","1764","45.03","876","1059","45.27","112","150","42.75","12.79","85.84","536","626","46.13","406","480","45.82","65","93","41.14","16.01","80.63","909","1138","44.41","470","579","44.80","47","57","45.19","10.00","90.16","1415","1629","46.48","717","840","46.05","17","25","40.48","2.37","97.02","7.76","91.07","0.988"
"10","Colorado Avalanche","75","3580.7667","55","14","6","51","116","0.773","3644","3269","52.71","2665","2476","51.84","2037","1863","52.23","183","132","58.10","153.93","140.72","52.24","1781","1530","53.79","1076","942","53.32","151","111","57.63","14.03","88.22","675","674","50.04","507","496","50.55","96","72","57.14","18.93","85.48","1106","856","56.37","569","446","56.06","55","39","58.51","9.67","91.26","1622","1485","52.20","862","836","50.77","32","20","61.54","3.71","97.61","8.98","92.91","1.019"
