"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","Pittsburgh Penguins","71","3494.7833","41","20","10","38","92","0.648","3364","3059","52.37","2599","2297","53.08","1939","1718","53.02","152","134","53.15","152.72","133.3","53.39","1682","1491","53.01","1059","932","53.19","133","121","52.36","12.56","87.02","679","589","53.55","543","467","53.76","93","87","51.67","17.13","81.37","1003","902","52.65","516","465","52.60","40","34","54.05","7.75","92.69","1473","1363","51.94","789","702","52.92","19","13","59.38","2.41","98.15","7.84","92.20","1.000"
"2","Tampa Bay Lightning","69","3295.25","43","19","7","41","93","0.674","2987","2848","51.19","2321","2180","51.57","1627","1590","50.58","147","126","53.85","142.51","124.56","53.36","1667","1499","52.65","960","897","51.70","126","110","53.39","13.13","87.74","705","557","55.86","492","420","53.95","83","78","51.55","16.87","81.43","962","942","50.53","468","477","49.52","43","32","57.33","9.19","93.29","1186","1212","49.46","616","632","49.36","20","16","55.56","3.25","97.47","9.04","92.08","1.011"
"3","Seattle Kraken","69","3378.25","22","41","6","20","50","0.362","2946","2924","50.19","2187","2224","49.58","1571","1593","49.65","126","159","44.21","119.82","129.67","48.02","1389","1434","49.20","824","828","49.88","101","135","42.80","12.26","83.70","538","580","48.12","400","422","48.66","64","90","41.56","16.00","78.67","851","854","49.91","424","406","51.08","37","45","45.12","8.73","88.92","1361","1306","51.03","699","688","50.40","25","24","51.02","3.58","96.51","8.02","90.02","0.980"
"4","Vegas Golden Knights","71","3503.3167","39","28","4","35","82","0.577","3511","3224","52.13","2628","2282","53.52","1921","1671","53.48","154","142","52.03","159.27","144.14","52.49","1733","1664","51.02","1034","940","52.38","134","118","53.17","12.96","87.45","727","682","51.60","524","482","52.09","91","82","52.60","17.37","82.99","1006","982","50.60","510","458","52.69","43","36","54.43","8.43","92.14","1491","1305","53.33","789","640","55.21","19","23","45.24","2.41","96.41","8.02","91.50","0.995"
"5","Montreal Canadiens","70","3331.0167","19","40","11","16","49","0.350","2873","3272","46.75","2127","2494","46.03","1601","1840","46.53","120","159","43.01","128.48","156.3","45.12","1411","1726","44.98","820","1031","44.30","103","139","42.56","12.56","86.52","586","725","44.70","415","525","44.15","58","101","36.48","13.98","80.76","825","1001","45.18","405","506","44.46","45","38","54.22","11.11","92.49","1218","1324","47.92","690","725","48.76","17","19","47.22","2.46","97.38","7.50","91.36","0.989"
"6","Toronto Maple Leafs","70","3439.95","45","19","6","43","96","0.686","3498","3045","53.46","2648","2346","53.02","1918","1733","52.53","178","158","52.98","164.75","134.91","54.98","1927","1518","55.94","1152","932","55.28","157","140","52.86","13.63","84.98","748","614","54.92","542","449","54.69","98","94","51.04","18.08","79.06","1179","904","56.60","610","483","55.81","59","46","56.19","9.67","90.48","1412","1323","51.63","704","704","50.00","20","18","52.63","2.84","97.44","9.28","90.88","1.002"
"7","New York Rangers","71","3493.1333","45","20","6","41","96","0.676","2855","3264","46.66","2168","2436","47.09","1571","1740","47.45","133","131","50.38","131.37","149.02","46.85","1426","1700","45.62","841","962","46.64","112","115","49.34","13.32","88.05","621","690","47.37","460","497","48.07","78","80","49.37","16.96","83.90","805","1010","44.35","381","465","45.04","34","35","49.28","8.92","92.47","1253","1373","47.72","661","703","48.46","21","16","56.76","3.18","97.72","8.47","92.47","1.009"
"8","Washington Capitals","69","3361.0167","37","22","10","32","84","0.609","3059","3029","50.25","2344","2248","51.05","1667","1591","51.17","146","129","53.09","134.85","132.86","50.37","1535","1505","50.49","900","864","51.02","124","108","53.45","13.78","87.50","573","588","49.35","393","416","48.58","71","74","48.97","18.07","82.21","962","917","51.20","507","448","53.09","53","34","60.92","10.45","92.41","1316","1308","50.15","685","662","50.85","22","21","51.16","3.21","96.83","8.76","91.89","1.007"
"9","Chicago Blackhawks","70","3418.3333","24","35","11","20","59","0.421","2868","3353","46.10","2082","2426","46.18","1552","1810","46.16","119","159","42.81","117.39","142.82","45.11","1351","1642","45.14","821","980","45.59","102","137","42.68","12.42","86.02","503","579","46.49","381","445","46.13","59","85","40.97","15.49","80.90","848","1063","44.37","440","535","45.13","43","52","45.26","9.77","90.28","1322","1510","46.68","666","774","46.25","17","22","43.59","2.55","97.16","7.67","91.22","0.989"
"10","Colorado Avalanche","70","3323.85","50","14","6","47","106","0.757","3391","2995","53.10","2468","2266","52.13","1892","1710","52.53","164","121","57.54","142.54","128.55","52.58","1645","1410","53.85","995","868","53.41","134","100","57.26","13.47","88.48","623","604","50.77","469","447","51.20","86","62","58.11","18.34","86.13","1022","806","55.91","526","421","55.54","48","38","55.81","9.13","90.97","1520","1356","52.85","807","766","51.30","30","20","60.00","3.72","97.39","8.67","92.92","1.016"
