"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","Pittsburgh Penguins","60","2962.5833","36","15","9","34","81","0.675","2835","2610","52.07","2189","1952","52.86","1637","1471","52.67","126","108","53.85","128.17","113.79","52.97","1408","1279","52.40","888","790","52.92","114","97","54.03","12.84","87.72","565","502","52.95","448","396","53.08","77","73","51.33","17.19","81.57","843","777","52.04","440","394","52.76","37","24","60.66","8.41","93.91","1247","1161","51.79","670","607","52.47","12","11","52.17","1.79","98.19","7.70","92.66","1.004"
"2","Tampa Bay Lightning","59","2825.0667","38","15","6","36","82","0.695","2513","2443","50.71","1955","1861","51.23","1363","1357","50.11","133","105","55.88","119.08","104.34","53.30","1392","1279","52.12","798","772","50.83","112","91","55.17","14.04","88.21","593","460","56.32","414","351","54.12","72","63","53.33","17.39","82.05","799","819","49.38","384","421","47.70","40","28","58.82","10.42","93.35","1003","1041","49.07","522","534","49.43","20","14","58.82","3.83","97.38","9.76","92.26","1.020"
"3","Seattle Kraken","61","2972.3","18","37","6","16","42","0.344","2565","2554","50.11","1898","1931","49.57","1364","1390","49.53","108","147","42.35","102.59","110.89","48.06","1194","1238","49.10","703","712","49.68","86","124","40.95","12.23","82.58","461","486","48.68","340","358","48.71","57","80","41.61","16.76","77.65","733","752","49.36","363","354","50.63","29","44","39.73","7.99","87.57","1198","1159","50.83","619","610","50.37","22","23","48.89","3.55","96.23","7.92","89.42","0.973"
"4","Vegas Golden Knights","61","2991.75","32","25","4","28","68","0.557","3000","2725","52.40","2242","1930","53.74","1652","1422","53.74","133","123","51.95","136.03","123.44","52.43","1474","1419","50.95","880","799","52.41","115","101","53.24","13.07","87.36","610","594","50.66","443","420","51.33","77","74","50.99","17.38","82.38","864","825","51.15","437","379","53.55","38","27","58.46","8.70","92.88","1287","1094","54.05","689","541","56.02","17","21","44.74","2.47","96.12","8.05","91.35","0.994"
"5","Montreal Canadiens","59","2800.45","16","35","8","14","40","0.339","2432","2703","47.36","1803","2075","46.49","1354","1521","47.10","98","135","42.06","107.6","126.47","45.97","1196","1395","46.16","700","831","45.72","84","117","41.79","12.00","85.92","495","577","46.18","357","416","46.18","48","87","35.56","13.45","79.09","701","818","46.15","343","415","45.25","36","30","54.55","10.50","92.77","1020","1126","47.53","574","618","48.15","14","18","43.75","2.44","97.09","7.24","91.12","0.984"
"6","Toronto Maple Leafs","59","2919.3833","37","17","5","35","79","0.669","2996","2563","53.89","2251","1985","53.14","1631","1470","52.60","148","136","52.11","139.08","114.02","54.95","1626","1274","56.07","976","788","55.33","131","120","52.19","13.42","84.77","626","520","54.62","459","383","54.51","85","80","51.52","18.52","79.11","1000","754","57.01","517","405","56.07","46","40","53.49","8.90","90.12","1228","1120","52.30","600","597","50.13","16","16","50.00","2.67","97.32","9.07","90.75","0.998"
"7","New York Rangers","59","2890.3667","37","17","5","33","79","0.669","2324","2813","45.24","1763","2091","45.74","1275","1500","45.95","110","109","50.23","107.4","126.38","45.94","1162","1456","44.39","680","824","45.21","93","95","49.47","13.68","88.47","515","594","46.44","376","430","46.65","63","67","48.46","16.76","84.42","647","862","42.88","304","394","43.55","30","28","51.72","9.87","92.89","1016","1191","46.04","533","606","46.80","17","14","54.84","3.19","97.69","8.63","92.73","1.014"
"8","Washington Capitals","60","2919.7167","32","18","10","30","74","0.617","2670","2634","50.34","2033","1948","51.07","1455","1395","51.05","129","107","54.66","117.08","115.45","50.35","1345","1320","50.47","791","767","50.77","110","88","55.56","13.91","88.53","502","522","49.02","351","370","48.68","64","62","50.79","18.23","83.24","843","798","51.37","440","397","52.57","46","26","63.89","10.45","93.45","1151","1120","50.68","596","570","51.11","19","19","50.00","3.19","96.67","8.87","92.33","1.012"
"9","Chicago Blackhawks","60","2909.4","22","30","8","19","52","0.433","2456","2784","46.87","1777","1998","47.07","1323","1485","47.12","101","132","43.35","98.1","115.52","45.92","1158","1343","46.30","694","796","46.58","87","113","43.50","12.54","85.80","424","447","48.68","315","351","47.30","51","71","41.80","16.19","79.77","734","896","45.03","379","445","46.00","36","42","46.15","9.50","90.56","1142","1278","47.19","577","644","47.26","14","19","42.42","2.43","97.05","7.63","91.11","0.987"
"10","Colorado Avalanche","60","2837.4833","42","13","5","39","89","0.742","2910","2564","53.16","2102","1943","51.97","1611","1462","52.42","144","105","57.83","121.15","110.01","52.41","1401","1203","53.80","851","737","53.59","119","86","58.05","13.98","88.33","540","515","51.18","408","380","51.78","77","53","59.23","18.87","86.05","861","688","55.58","443","357","55.38","42","33","56.00","9.48","90.76","1311","1161","53.03","679","657","50.82","25","18","58.14","3.68","97.26","8.94","92.82","1.018"
"11","Vancouver Canucks","60","2907.2667","29","24","7","26","65","0.542","2761","2763","49.98","2049","2029","50.25","1507","1468","50.66","106","101","51.21","115.78","118.68","49.38","1333","1389","48.97","778","815","48.84","86","88","49.43","11.05","89.20","481","532","47.48","350","391","47.23","55","58","48.67","15.71","85.17","852","857","49.85","428","424","50.23","31","30","50.82","7.24","92.92","1214","1188","50.54","657","593","52.56","20","13","60.61","3.04","97.81","7.03","93.12","1.002"
"12","Edmonton Oilers","59","2846.5","32","23","4","29","68","0.576","2778","2486","52.77","2048","1937","51.39","1512","1445","51.13","119","122","49.38","122.68","113.47","51.95","1318","1304","50.27","778","805","49.15","107","94","53.23","13.75","88.32","531","511","50.96","405","378","51.72","75","60","55.56","18.52","84.13","787","793","49.81","373","427","46.63","32","34","48.48","8.58","92.04","1284","1013","55.90","681","569","54.48","12","27","30.77","1.76","95.25","7.87","91.56","0.994"
