"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","San Jose Sharks","13","626.75","3","8","2","3","8","0.308","564","619","47.68","403","455","46.97","289","331","46.61","21","33","38.89","26.04","27.38","48.75","290","325","47.15","172","190","47.51","12","30","28.57","6.98","84.21","121","118","50.63","89","87","50.57","3","16","15.79","3.37","81.61","169","207","44.95","83","103","44.62","9","14","39.13","10.84","86.41","231","261","46.95","102","123","45.33","9","3","75.00","8.82","97.56","7.27","90.03","0.973"
"2","Nashville Predators","11","493.5333","4","6","1","4","9","0.409","495","476","50.98","362","347","51.06","246","249","49.70","20","22","47.62","23.1","22.09","51.12","245","246","49.90","127","142","47.21","18","20","47.37","14.17","85.92","90","94","48.91","57","65","46.72","12","11","52.17","21.05","83.08","155","152","50.49","70","77","47.62","6","9","40.00","8.57","88.31","221","193","53.38","108","95","53.20","2","2","50.00","1.85","97.89","8.13","91.16","0.993"
"3","Tampa Bay Lightning","11","497.2667","6","4","1","6","13","0.591","459","469","49.46","336","338","49.85","243","250","49.29","22","23","48.89","21.84","23","48.70","263","264","49.91","142","143","49.82","16","21","43.24","11.27","85.31","115","102","53.00","77","67","53.47","12","10","54.55","15.58","85.07","148","162","47.74","65","76","46.10","4","11","26.67","6.15","85.53","164","173","48.66","90","99","47.62","6","2","75.00","6.67","97.98","9.05","90.80","0.999"
"4","New York Rangers","12","577.7167","6","4","2","6","14","0.583","573","496","53.60","442","352","55.67","306","262","53.87","21","25","45.65","28.24","23.85","54.21","309","270","53.37","172","150","53.42","18","21","46.15","10.47","86.00","132","110","54.55","91","81","52.91","11","13","45.83","12.09","83.95","177","160","52.52","81","69","54.00","7","8","46.67","8.64","88.41","221","192","53.51","124","103","54.63","3","4","42.86","2.42","96.12","6.86","90.46","0.973"
"5","Vegas Golden Knights","12","589.6667","10","2","0","10","20","0.833","591","606","49.37","441","409","51.88","328","287","53.33","26","17","60.47","30.74","22.84","57.38","333","287","53.71","201","147","57.76","23","16","58.97","11.44","89.12","147","97","60.25","106","66","61.63","10","12","45.45","9.43","81.82","186","190","49.47","95","81","53.98","13","4","76.47","13.68","95.06","211","261","44.70","106","119","47.11","3","0","100.00","2.83","100.00","7.93","94.08","1.020"
"6","Los Angeles Kings","13","588.05","6","6","1","5","13","0.500","603","540","52.76","451","391","53.56","328","287","53.33","29","29","50.00","26.74","24.03","52.67","305","281","52.05","178","162","52.35","26","25","50.98","14.61","84.57","128","116","52.46","90","80","52.94","18","14","56.25","20.00","82.50","177","165","51.75","88","82","51.76","8","11","42.11","9.09","86.59","257","199","56.36","137","103","57.08","3","4","42.86","2.19","96.12","8.84","89.90","0.987"
"7","Boston Bruins","11","512.2833","10","1","0","9","20","0.909","501","460","52.13","378","334","53.09","287","248","53.64","31","21","59.62","24.79","20.14","55.17","279","230","54.81","168","135","55.45","28","19","59.57","16.67","85.93","115","88","56.65","85","66","56.29","18","8","69.23","21.18","87.88","164","142","53.59","83","69","54.61","10","11","47.62","12.05","84.06","197","191","50.77","107","90","54.31","3","2","60.00","2.80","97.78","10.80","91.53","1.023"
"8","Washington Capitals","12","563","5","5","2","5","12","0.500","517","541","48.87","368","399","47.98","251","292","46.22","23","20","53.49","20.47","24.77","45.25","240","262","47.81","122","145","45.69","22","20","52.38","18.03","86.21","96","108","47.06","58","76","43.28","9","15","37.50","15.52","80.26","144","154","48.32","64","69","48.12","13","5","72.22","20.31","92.75","221","235","48.46","102","131","43.78","1","0","100.00","0.98","100.00","9.16","93.15","1.023"
"9","Columbus Blue Jackets","10","490.75","3","7","0","3","6","0.300","436","524","45.42","318","388","45.04","239","272","46.77","23","34","40.35","18.82","22.66","45.38","205","249","45.15","126","136","48.09","17","27","38.64","13.49","80.15","72","92","43.90","51","68","42.86","10","17","37.04","19.61","75.00","133","157","45.86","75","68","52.45","7","10","41.18","9.33","85.29","192","240","44.44","99","127","43.81","6","7","46.15","6.06","94.49","9.62","87.50","0.971"
"10","Carolina Hurricanes","10","459.9","7","2","1","5","15","0.750","562","323","63.50","406","243","62.56","277","189","59.44","22","15","59.46","24.34","15.79","60.65","273","164","62.47","144","108","57.14","18","11","62.07","12.50","89.81","112","75","59.89","75","54","58.14","13","8","61.90","17.33","85.19","161","89","64.40","69","54","56.10","5","3","62.50","7.25","94.44","242","120","66.85","120","63","65.57","4","4","50.00","3.33","93.65","7.94","92.06","1.000"
