"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","Pittsburgh Penguins","30","1485.1667","17","8","5","16","39","0.650","1431","1286","52.67","1113","948","54.00","845","716","54.13","64","49","56.64","63.65","53.27","54.44","729","630","53.64","457","377","54.80","58","45","56.31","12.69","88.06","282","235","54.55","223","184","54.79","37","30","55.22","16.59","83.70","447","395","53.09","234","193","54.80","21","15","58.33","8.97","92.23","627","570","52.38","358","303","54.16","6","4","60.00","1.68","98.68","7.57","93.16","1.007"
"2","Tampa Bay Lightning","32","1531.95","21","7","4","19","46","0.719","1366","1343","50.42","1062","1025","50.89","740","772","48.94","66","56","54.10","63.61","57.25","52.63","750","709","51.41","419","439","48.83","54","49","52.43","12.89","88.84","328","250","56.75","226","201","52.93","39","34","53.42","17.26","83.08","422","459","47.90","193","238","44.78","15","15","50.00","7.77","93.70","542","570","48.74","290","304","48.82","11","7","61.11","3.79","97.70","8.92","92.75","1.017"
"3","Seattle Kraken","32","1588.1667","10","18","4","10","24","0.375","1296","1353","48.92","980","1017","49.07","711","743","48.90","58","84","40.85","53.2","57.42","48.09","605","622","49.31","377","378","49.93","47","68","40.87","12.47","82.01","242","243","49.90","188","190","49.74","30","42","41.67","15.96","77.89","363","379","48.92","189","188","50.13","17","26","39.53","8.99","86.17","612","646","48.65","319","332","49.00","11","16","40.74","3.45","95.18","8.16","88.69","0.969"
"4","Vegas Golden Knights","33","1616.9833","21","12","0","18","42","0.636","1573","1503","51.14","1175","1082","52.06","872","792","52.40","82","69","54.30","71.96","68.76","51.14","771","779","49.74","470","436","51.88","72","60","54.55","15.32","86.24","325","322","50.23","245","227","51.91","48","46","51.06","19.59","79.74","446","457","49.39","225","209","51.84","24","14","63.16","10.67","93.30","677","619","52.24","363","318","53.30","10","8","55.56","2.75","97.48","9.40","91.29","1.007"
"5","Montreal Canadiens","33","1585.2","7","22","4","6","18","0.273","1407","1502","48.37","1028","1155","47.09","764","850","47.34","50","68","42.37","60.17","67.44","47.15","700","771","47.59","393","454","46.40","44","58","43.14","11.20","87.22","286","301","48.72","207","220","48.48","26","45","36.62","12.56","79.55","414","470","46.83","186","234","44.29","18","13","58.06","9.68","94.44","599","624","48.98","334","351","48.76","6","10","37.50","1.80","97.15","6.54","92.00","0.985"
"6","Toronto Maple Leafs","30","1481.4667","20","8","2","20","42","0.700","1488","1355","52.34","1118","1065","51.21","816","769","51.48","64","53","54.70","71.37","59.35","54.60","847","701","54.72","517","421","55.12","57","47","54.81","11.03","88.84","327","288","53.17","250","202","55.31","39","31","55.71","15.60","84.65","520","413","55.73","267","219","54.94","18","16","52.94","6.74","92.69","572","581","49.61","270","311","46.47","7","6","53.85","2.59","98.07","7.84","93.11","1.010"
"7","New York Rangers","31","1501.5167","19","8","4","18","42","0.677","1219","1466","45.40","926","1090","45.93","668","773","46.36","52","57","47.71","55.63","64.46","46.32","612","758","44.67","362","419","46.35","46","50","47.92","12.71","88.07","266","291","47.76","194","204","48.74","29","35","45.31","14.95","82.84","346","467","42.56","168","215","43.86","17","15","53.13","10.12","93.02","526","631","45.46","267","324","45.18","6","7","46.15","2.25","97.84","7.78","92.63","1.004"
"8","Washington Capitals","32","1565.4","19","6","7","17","45","0.703","1450","1357","51.66","1115","1011","52.45","809","728","52.64","81","54","60.00","65.34","58.73","52.66","738","693","51.57","443","392","53.05","70","43","61.95","15.80","89.03","285","278","50.62","203","184","52.45","41","33","55.41","20.20","82.07","453","415","52.19","240","208","53.57","29","10","74.36","12.08","95.19","618","564","52.28","328","303","51.98","11","11","50.00","3.35","96.37","10.01","92.58","1.026"
"9","Chicago Blackhawks","30","1435.2167","11","15","4","8","26","0.433","1178","1350","46.60","840","991","45.88","611","734","45.43","42","62","40.38","47.86","57.57","45.40","576","674","46.08","331","408","44.79","36","55","39.56","10.88","86.52","205","224","47.79","147","186","44.14","22","36","37.93","14.97","80.65","371","450","45.19","184","222","45.32","14","19","42.42","7.61","91.44","524","598","46.70","257","307","45.57","6","7","46.15","2.33","97.72","6.87","91.55","0.984"
"10","Colorado Avalanche","27","1247.8833","17","8","2","16","36","0.667","1232","1112","52.56","889","831","51.69","675","628","51.80","69","58","54.33","51.64","46.07","52.85","629","512","55.13","381","303","55.70","56","49","53.33","14.70","83.83","233","200","53.81","186","150","55.36","35","28","55.56","18.82","81.33","396","312","55.93","195","153","56.03","21","21","50.00","10.77","86.27","520","510","50.49","258","290","47.08","13","9","59.09","5.04","96.90","10.22","90.76","1.010"
