"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","Pittsburgh Penguins","30","1485.1667","17","8","5","16","39","0.650","1431","1286","52.67","1113","948","54.00","845","716","54.13","64","49","56.64","63.65","53.27","54.44","729","630","53.64","457","377","54.80","58","45","56.31","12.69","88.06","282","235","54.55","223","184","54.79","37","30","55.22","16.59","83.70","447","395","53.09","234","193","54.80","21","15","58.33","8.97","92.23","627","570","52.38","358","303","54.16","6","4","60.00","1.68","98.68","7.57","93.16","1.007"
"2","Tampa Bay Lightning","31","1485.0333","21","6","4","19","46","0.742","1316","1297","50.36","1022","991","50.77","706","741","48.79","64","49","56.64","61.09","54.84","52.69","723","687","51.28","399","421","48.66","52","43","54.74","13.03","89.79","313","239","56.70","215","190","53.09","38","28","57.58","17.67","85.26","410","448","47.79","184","231","44.34","14","15","48.28","7.61","93.51","521","549","48.69","277","293","48.60","11","6","64.71","3.97","97.95","9.07","93.39","1.025"
"3","Seattle Kraken","30","1493.15","10","17","3","10","23","0.383","1218","1279","48.78","921","961","48.94","670","703","48.80","54","80","40.30","50.6","55.28","47.79","576","595","49.19","361","367","49.59","45","66","40.54","12.47","82.02","229","236","49.25","179","185","49.18","28","42","40.00","15.64","77.30","347","359","49.15","182","182","50.00","17","24","41.46","9.34","86.81","568","604","48.46","295","306","49.08","9","14","39.13","3.05","95.42","8.06","88.62","0.967"
"4","Vegas Golden Knights","33","1616.9833","21","12","0","18","42","0.636","1573","1503","51.14","1175","1082","52.06","872","792","52.40","82","69","54.30","71.96","68.76","51.14","771","779","49.74","470","436","51.88","72","60","54.55","15.32","86.24","325","322","50.23","245","227","51.91","48","46","51.06","19.59","79.74","446","457","49.39","225","209","51.84","24","14","63.16","10.67","93.30","677","619","52.24","363","318","53.30","10","8","55.56","2.75","97.48","9.40","91.29","1.007"
"5","Montreal Canadiens","32","1542.4167","7","21","4","6","18","0.281","1379","1458","48.61","1008","1121","47.35","748","825","47.55","50","68","42.37","58.44","66.37","46.82","687","754","47.68","384","446","46.27","44","58","43.14","11.46","87.00","277","298","48.17","199","217","47.84","26","45","36.62","13.07","79.26","410","456","47.34","185","229","44.69","18","13","58.06","9.73","94.32","589","599","49.58","328","335","49.47","6","10","37.50","1.83","97.01","6.68","91.76","0.984"
"6","Toronto Maple Leafs","30","1481.4667","20","8","2","20","42","0.700","1488","1355","52.34","1118","1065","51.21","816","769","51.48","64","53","54.70","71.37","59.35","54.60","847","701","54.72","517","421","55.12","57","47","54.81","11.03","88.84","327","288","53.17","250","202","55.31","39","31","55.71","15.60","84.65","520","413","55.73","267","219","54.94","18","16","52.94","6.74","92.69","572","581","49.61","270","311","46.47","7","6","53.85","2.59","98.07","7.84","93.11","1.010"
"7","New York Rangers","30","1454.2","19","7","4","18","42","0.700","1185","1413","45.61","900","1050","46.15","647","744","46.51","50","53","48.54","53.62","61.33","46.65","593","733","44.72","349","403","46.41","44","47","48.35","12.61","88.34","258","277","48.22","188","196","48.96","28","34","45.16","14.89","82.65","335","456","42.35","161","207","43.75","16","13","55.17","9.94","93.72","511","604","45.83","259","311","45.44","6","6","50.00","2.32","98.07","7.73","92.88","1.006"
"8","Washington Capitals","31","1526.05","18","6","7","16","43","0.694","1415","1319","51.76","1090","986","52.50","788","711","52.57","78","51","60.47","64.03","56.91","52.94","715","673","51.51","431","383","52.95","67","40","62.62","15.55","89.56","276","269","50.64","196","178","52.41","40","30","57.14","20.41","83.15","439","404","52.08","235","205","53.41","27","10","72.97","11.49","95.12","610","550","52.59","322","298","51.94","11","11","50.00","3.42","96.31","9.90","92.83","1.027"
"9","Chicago Blackhawks","30","1435.2167","11","15","4","8","26","0.433","1178","1350","46.60","840","991","45.88","611","734","45.43","42","62","40.38","47.86","57.57","45.40","576","674","46.08","331","408","44.79","36","55","39.56","10.88","86.52","205","224","47.79","147","186","44.14","22","36","37.93","14.97","80.65","371","450","45.19","184","222","45.32","14","19","42.42","7.61","91.44","524","598","46.70","257","307","45.57","6","7","46.15","2.33","97.72","6.87","91.55","0.984"
"10","Colorado Avalanche","27","1247.8833","17","8","2","16","36","0.667","1232","1112","52.56","889","831","51.69","675","628","51.80","69","58","54.33","51.64","46.07","52.85","629","512","55.13","381","303","55.70","56","49","53.33","14.70","83.83","233","200","53.81","186","150","55.36","35","28","55.56","18.82","81.33","396","312","55.93","195","153","56.03","21","21","50.00","10.77","86.27","520","510","50.49","258","290","47.08","13","9","59.09","5.04","96.90","10.22","90.76","1.010"
"11","Vancouver Canucks","31","1484.8","14","15","2","11","30","0.484","1406","1369","50.67","1025","1007","50.44","770","767","50.10","48","46","51.06","55.74","59.09","48.54","655","698","48.41","382","428","47.16","39","42","48.15","10.21","90.19","232","266","46.59","170","212","44.50","25","27","48.08","14.71","87.26","423","432","49.47","212","216","49.53","14","15","48.28","6.60","93.06","653","581","52.92","352","307","53.41","9","4","69.23","2.56","98.70","6.23","94.00","1.002"
"12","Edmonton Oilers","29","1401.7667","18","11","0","16","36","0.621","1320","1268","51.00","976","985","49.77","723","751","49.05","56","68","45.16","58.64","57.52","50.48","626","647","49.18","360","417","46.33","49","50","49.49","13.61","88.01","253","277","47.74","189","207","47.73","36","33","52.17","19.05","84.06","373","370","50.20","171","210","44.88","13","17","43.33","7.60","91.90","606","526","53.53","339","296","53.39","7","17","29.17","2.06","94.26","7.75","90.95","0.987"
"13","Buffalo Sabres","30","1501.5333","10","15","5","8","25","0.417","1280","1372","48.27","989","1080","47.80","728","822","46.97","58","70","45.31","53.61","60.63","46.93","591","648","47.70","347","409","45.90","50","61","45.05","14.41","85.09","249","290","46.20","177","222","44.36","32","40","44.44","18.08","81.98","342","358","48.86","170","187","47.62","18","21","46.15","10.59","88.77","619","648","48.86","357","386","48.05","8","8","50.00","2.24","97.93","7.97","91.48","0.995"
"14","Ottawa Senators","28","1323.9333","9","17","2","8","20","0.357","1118","1370","44.94","852","1010","45.76","608","717","45.89","52","64","44.83","49.05","58.09","45.78","556","681","44.95","325","382","45.97","41","57","41.84","12.62","85.08","221","264","45.57","157","186","45.77","27","36","42.86","17.20","80.65","335","417","44.55","168","196","46.15","14","21","40.00","8.33","89.29","493","604","44.94","251","303","45.31","11","7","61.11","4.38","97.69","8.55","91.07","0.996"
