"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","Pittsburgh Penguins","57","2815.35","34","14","9","32","77","0.675","2727","2455","52.62","2106","1834","53.45","1574","1377","53.34","119","102","53.85","123.16","107.84","53.32","1353","1218","52.63","852","744","53.38","107","92","53.77","12.56","87.63","540","472","53.36","429","372","53.56","72","70","50.70","16.78","81.18","813","746","52.15","423","372","53.21","35","22","61.40","8.27","94.09","1203","1075","52.81","650","561","53.67","12","10","54.55","1.85","98.22","7.56","92.59","1.002"
"2","Tampa Bay Lightning","55","2643.65","37","12","6","35","80","0.727","2358","2258","51.08","1829","1719","51.55","1274","1255","50.38","125","96","56.56","110.46","95.61","53.60","1303","1180","52.48","741","713","50.96","104","84","55.32","14.04","88.22","557","421","56.95","389","321","54.79","67","58","53.60","17.22","81.93","746","759","49.57","352","392","47.31","37","26","58.73","10.51","93.37","947","966","49.50","494","493","50.05","20","12","62.50","4.05","97.57","9.81","92.35","1.022"
"3","Seattle Kraken","58","2829.2167","17","36","5","16","39","0.336","2442","2428","50.14","1804","1832","49.61","1287","1323","49.31","101","139","42.08","97.55","104.85","48.20","1134","1167","49.28","667","676","49.66","81","117","40.91","12.14","82.69","439","458","48.94","322","343","48.42","53","76","41.09","16.46","77.84","695","709","49.50","345","333","50.88","28","41","40.58","8.12","87.69","1147","1110","50.82","582","582","50.00","20","22","47.62","3.44","96.22","7.85","89.49","0.973"
"4","Vegas Golden Knights","57","2810.7333","32","21","4","28","68","0.596","2796","2574","52.07","2085","1823","53.35","1534","1339","53.39","127","113","52.92","127.2","117.34","52.02","1384","1337","50.86","819","748","52.27","110","93","54.19","13.43","87.57","567","558","50.40","409","392","51.06","73","68","51.77","17.85","82.65","817","779","51.19","410","356","53.52","37","25","59.68","9.02","92.98","1191","1035","53.50","638","514","55.38","16","19","45.71","2.51","96.30","8.28","91.56","0.998"
"5","Montreal Canadiens","56","2661.85","15","34","7","13","37","0.330","2310","2568","47.36","1714","1973","46.49","1290","1456","46.98","92","129","41.63","102.79","120.21","46.09","1140","1327","46.21","670","801","45.55","79","112","41.36","11.79","86.02","475","542","46.71","347","396","46.70","46","82","35.94","13.26","79.29","665","785","45.86","323","405","44.37","33","30","52.38","10.22","92.59","965","1071","47.40","545","587","48.14","13","17","43.33","2.39","97.10","7.13","91.14","0.983"
"6","Toronto Maple Leafs","56","2771.45","36","16","4","34","76","0.679","2815","2448","53.49","2116","1896","52.74","1546","1397","52.53","140","125","52.83","131","108.93","54.60","1540","1212","55.96","931","747","55.48","124","111","52.77","13.32","85.14","590","494","54.43","438","362","54.75","79","75","51.30","18.04","79.28","950","718","56.95","493","385","56.15","45","36","55.56","9.13","90.65","1145","1069","51.72","563","566","49.87","15","14","51.72","2.66","97.53","9.06","91.05","1.001"
"7","New York Rangers","56","2731.5667","36","15","5","32","77","0.688","2195","2679","45.03","1664","1987","45.58","1204","1423","45.83","104","97","51.74","101.51","119.28","45.98","1094","1382","44.18","640","778","45.13","87","85","50.58","13.59","89.07","485","552","46.77","354","400","46.95","60","60","50.00","16.95","85.00","609","830","42.32","286","378","43.07","27","25","51.92","9.44","93.39","962","1144","45.68","505","582","46.46","17","12","58.62","3.37","97.94","8.64","93.18","1.018"
"8","Washington Capitals","57","2772.9","30","18","9","28","69","0.605","2542","2476","50.66","1925","1832","51.24","1383","1310","51.36","123","100","55.16","111.29","107.51","50.87","1273","1247","50.52","747","718","50.99","104","83","55.61","13.92","88.44","483","491","49.59","341","344","49.78","63","59","51.64","18.48","82.85","790","756","51.10","406","374","52.05","41","24","63.08","10.10","93.58","1104","1056","51.11","572","538","51.53","19","17","52.78","3.32","96.84","8.89","92.37","1.013"
"9","Chicago Blackhawks","57","2766.7","20","29","8","17","48","0.421","2345","2661","46.84","1696","1906","47.08","1259","1413","47.12","88","126","41.12","94.21","111.28","45.85","1103","1286","46.17","657","761","46.33","74","107","40.88","11.26","85.94","410","430","48.81","302","340","47.04","44","67","39.64","14.57","80.29","693","856","44.74","355","421","45.75","30","40","42.86","8.45","90.50","1097","1223","47.28","559","611","47.78","14","19","42.42","2.50","96.89","6.99","91.08","0.981"
"10","Colorado Avalanche","57","2694.9333","41","11","5","38","87","0.763","2759","2397","53.51","1991","1804","52.46","1535","1352","53.17","142","102","58.20","115.55","102.32","53.03","1351","1120","54.67","826","685","54.67","117","84","58.21","14.16","87.74","523","476","52.35","399","353","53.06","76","52","59.38","19.05","85.27","828","644","56.25","427","332","56.26","41","32","56.16","9.60","90.36","1229","1085","53.11","636","603","51.33","25","17","59.52","3.93","97.18","9.25","92.46","1.017"
"11","Vancouver Canucks","57","2762.2","28","23","6","25","62","0.544","2604","2634","49.71","1937","1925","50.16","1436","1395","50.72","101","96","51.27","108.93","112.7","49.15","1259","1323","48.76","743","776","48.91","83","83","50.00","11.17","89.30","447","505","46.95","329","374","46.80","52","54","49.06","15.81","85.56","812","818","49.82","414","402","50.74","31","29","51.67","7.49","92.79","1154","1135","50.42","624","564","52.53","18","13","58.06","2.88","97.70","7.03","93.12","1.002"
"12","Edmonton Oilers","57","2761.9833","30","23","4","27","64","0.561","2683","2414","52.64","1976","1875","51.31","1455","1407","50.84","115","120","48.94","117.7","110.46","51.59","1269","1266","50.06","744","785","48.66","103","92","52.82","13.84","88.28","509","503","50.30","387","375","50.79","72","60","54.55","18.60","84.00","760","763","49.90","357","410","46.54","31","32","49.21","8.68","92.20","1246","984","55.87","659","553","54.37","12","27","30.77","1.82","95.12","7.90","91.47","0.994"
"13","Buffalo Sabres","58","2868.75","18","32","8","16","44","0.379","2409","2663","47.50","1832","2114","46.43","1375","1592","46.34","107","138","43.67","100.28","123.22","44.87","1132","1308","46.39","677","828","44.98","90","117","43.48","13.29","85.87","458","561","44.95","335","432","43.68","62","73","45.93","18.51","83.10","674","747","47.43","342","396","46.34","28","44","38.89","8.19","88.89","1125","1212","48.14","638","700","47.68","17","20","45.95","2.66","97.14","7.78","91.33","0.991"
"14","Ottawa Senators","55","2625.1333","19","31","5","18","43","0.391","2334","2656","46.77","1774","1978","47.28","1272","1423","47.20","100","116","46.30","99.5","116.41","46.08","1121","1314","46.04","647","768","45.72","79","107","42.47","12.21","86.07","437","520","45.66","307","371","45.28","51","64","44.35","16.61","82.75","684","794","46.28","340","397","46.13","28","43","39.44","8.24","89.17","1053","1157","47.65","556","579","48.99","21","9","70.00","3.78","98.45","7.86","91.85","0.997"
"15","Detroit Red Wings","56","2727.1167","24","26","6","21","54","0.482","2250","2612","46.28","1708","1983","46.27","1299","1474","46.84","112","129","46.47","107.48","118.43","47.58","1135","1368","45.35","694","808","46.21","96","104","48.00","13.83","87.13","474","578","45.06","360","403","47.18","65","67","49.24","18.06","83.37","661","790","45.55","334","405","45.20","31","37","45.59","9.28","90.86","951","1096","46.46","541","617","46.72","16","24","40.00","2.96","96.11","8.62","91.25","0.999"
"16","Florida Panthers","56","2662.5","38","13","5","36","81","0.723","2895","2247","56.30","2171","1703","56.04","1644","1320","55.47","155","106","59.39","135.86","108.08","55.69","1517","1161","56.65","962","751","56.16","138","87","61.33","14.35","88.42","609","516","54.13","474","400","54.23","91","56","61.90","19.20","86.00","908","645","58.47","488","351","58.16","47","31","60.26","9.63","91.17","1206","936","56.30","613","500","55.08","16","19","45.71","2.61","96.20","9.43","91.97","1.014"
"17","Dallas Stars","55","2640.5333","32","20","3","29","67","0.609","2382","2486","48.93","1794","1826","49.56","1289","1335","49.12","99","102","49.25","106.94","103.88","50.73","1201","1155","50.98","712","712","50.00","89","89","50.00","12.50","87.50","522","462","53.05","379","342","52.57","68","58","53.97","17.94","83.04","679","693","49.49","333","370","47.37","21","31","40.38","6.31","91.62","1002","1105","47.56","494","551","47.27","9","13","40.91","1.82","97.64","7.68","92.36","1.000"
"18","New York Islanders","53","2616.0833","21","24","8","20","50","0.472","2205","2537","46.50","1647","1866","46.88","1209","1357","47.12","96","101","48.73","102.61","105.36","49.34","1153","1313","46.76","673","758","47.03","78","81","49.06","11.59","89.31","461","463","49.89","348","353","49.64","53","52","50.48","15.23","85.27","692","850","44.88","325","405","44.52","25","29","46.30","7.69","92.84","923","1100","45.63","479","549","46.60","15","19","44.12","3.13","96.54","7.94","92.56","1.005"
"19","Carolina Hurricanes","56","2639.15","39","12","5","38","83","0.741","2743","2260","54.83","2075","1756","54.16","1470","1267","53.71","134","95","58.52","131.85","114.94","53.43","1321","1133","53.83","744","688","51.96","113","84","57.36","15.19","87.79","586","509","53.52","397","377","51.29","79","64","55.24","19.90","83.02","735","624","54.08","347","311","52.74","34","20","62.96","9.80","93.57","1219","943","56.38","667","517","56.33","21","11","65.63","3.15","97.87","9.12","92.50","1.016"
"20","Arizona Coyotes","55","2670.25","16","35","4","15","36","0.327","2120","2599","44.92","1606","1980","44.79","1133","1479","43.38","100","136","42.37","93.52","118.15","44.18","1008","1271","44.23","616","794","43.69","83","113","42.35","13.47","85.77","433","545","44.27","315","410","43.45","57","69","45.24","18.10","83.17","575","726","44.20","301","384","43.94","26","44","37.14","8.64","88.54","967","1162","45.42","475","626","43.14","17","22","43.59","3.58","96.49","8.83","90.80","0.996"
"21","Columbus Blue Jackets","57","2816.3667","28","26","3","25","59","0.518","2540","2839","47.22","1919","2211","46.46","1375","1665","45.23","131","156","45.64","110.44","132.39","45.48","1199","1440","45.43","704","923","43.27","108","125","46.35","15.34","86.46","447","586","43.27","337","447","42.98","67","74","47.52","19.88","83.45","752","854","46.82","367","476","43.53","41","51","44.57","11.17","89.29","1168","1258","48.15","598","683","46.68","23","31","42.59","3.85","95.46","9.53","90.63","1.002"
"22","Nashville Predators","55","2579.4","31","20","4","29","66","0.600","2277","2311","49.63","1736","1760","49.66","1233","1281","49.05","110","95","53.66","100.61","98.81","50.45","1143","1138","50.11","681","695","49.49","100","81","55.25","14.68","88.35","433","410","51.36","320","310","50.79","66","54","55.00","20.63","82.58","710","728","49.37","361","385","48.39","34","27","55.74","9.42","92.99","999","1029","49.26","501","536","48.31","10","13","43.48","2.00","97.57","8.92","92.58","1.015"
"23","Winnipeg Jets","56","2680.5","24","22","10","23","58","0.518","2532","2521","50.11","1921","1926","49.94","1399","1389","50.18","99","111","47.14","116.45","118.15","49.64","1285","1283","50.04","765","747","50.60","85","89","48.85","11.11","88.09","507","555","47.74","381","384","49.80","55","62","47.01","14.44","83.85","778","728","51.66","384","363","51.41","30","27","52.63","7.81","92.56","1112","1083","50.66","577","567","50.44","14","22","38.89","2.43","96.12","7.08","92.01","0.991"
"24","Anaheim Ducks","58","2824.9333","27","22","9","23","63","0.543","2520","2653","48.71","1922","1995","49.07","1373","1445","48.72","107","124","46.32","113.52","121.63","48.27","1214","1272","48.83","728","780","48.28","87","100","46.52","11.95","87.18","512","519","49.66","393","391","50.13","63","63","50.00","16.03","83.89","702","753","48.25","335","389","46.27","24","37","39.34","7.16","90.49","1111","1172","48.66","556","599","48.14","19","24","44.19","3.42","95.99","7.79","91.42","0.992"
"25","Los Angeles Kings","58","2803.2","32","19","7","30","71","0.612","2817","2367","54.34","2175","1774","55.08","1595","1277","55.54","111","100","52.61","130.34","114.44","53.25","1470","1259","53.87","872","722","54.71","96","92","51.06","11.01","87.26","588","524","52.88","410","376","52.16","74","62","54.41","18.05","83.51","882","735","54.55","462","346","57.18","22","30","42.31","4.76","91.33","1171","945","55.34","659","494","57.16","15","8","65.22","2.28","98.38","6.96","92.17","0.991"
