"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","Pittsburgh Penguins","33","1634.7167","20","8","5","19","45","0.682","1590","1406","53.07","1239","1039","54.39","933","780","54.47","76","56","57.58","71.72","58.65","55.01","820","685","54.49","511","412","55.36","70","52","57.38","13.70","87.38","315","262","54.59","247","206","54.53","45","35","56.25","18.22","83.01","505","423","54.42","264","206","56.17","25","17","59.52","9.47","91.75","688","623","52.48","389","324","54.56","6","4","60.00","1.54","98.77","8.15","92.82","1.010"
"2","Tampa Bay Lightning","36","1723.7","23","8","5","21","51","0.708","1567","1469","51.61","1215","1125","51.92","837","840","49.91","75","63","54.35","72.24","62.78","53.50","865","780","52.58","480","481","49.95","63","54","53.85","13.13","88.77","369","277","57.12","255","222","53.46","43","37","53.75","16.86","83.33","496","503","49.65","225","259","46.49","20","17","54.05","8.89","93.44","620","621","49.96","323","326","49.77","11","9","55.00","3.41","97.24","8.96","92.50","1.015"
"3","Seattle Kraken","33","1639.9833","10","19","4","10","24","0.364","1337","1401","48.83","1009","1057","48.84","736","772","48.81","60","87","40.82","54.36","59.48","47.75","615","645","48.81","384","392","49.48","47","70","40.17","12.24","82.14","243","251","49.19","188","196","48.96","30","43","41.10","15.96","78.06","372","394","48.56","196","196","50.00","17","27","38.64","8.67","86.22","638","667","48.89","335","344","49.34","13","17","43.33","3.88","95.06","8.15","88.73","0.969"
"4","Vegas Golden Knights","37","1813.9","23","13","1","20","47","0.635","1803","1661","52.05","1352","1188","53.23","1000","872","53.42","93","76","55.03","82.71","75.93","52.14","877","870","50.20","532","486","52.26","83","65","56.08","15.60","86.63","371","365","50.41","276","251","52.37","56","49","53.33","20.29","80.48","506","505","50.05","256","235","52.14","27","16","62.79","10.55","93.19","783","670","53.89","425","343","55.34","10","10","50.00","2.35","97.08","9.30","91.28","1.006"
"5","Montreal Canadiens","34","1631.4833","7","23","4","6","18","0.265","1446","1564","48.04","1054","1202","46.72","787","889","46.96","51","72","41.46","61.82","71.85","46.25","716","812","46.86","404","485","45.44","45","62","42.06","11.14","87.22","295","326","47.50","215","242","47.05","27","48","36.00","12.56","80.17","421","486","46.42","189","243","43.75","18","14","56.25","9.52","94.24","620","644","49.05","345","359","49.01","6","10","37.50","1.74","97.21","6.48","91.90","0.984"
"6","Toronto Maple Leafs","32","1579.0833","22","8","2","22","46","0.719","1591","1430","52.66","1200","1126","51.59","871","812","51.75","69","55","55.65","75.49","62.6","54.67","902","733","55.17","544","444","55.06","61","49","55.45","11.21","88.96","346","297","53.81","261","211","55.30","42","33","56.00","16.09","84.36","556","436","56.05","283","233","54.84","19","16","54.29","6.71","93.13","615","617","49.92","296","327","47.51","8","6","57.14","2.70","98.17","7.92","93.23","1.011"
"7","New York Rangers","35","1697.6333","22","9","4","20","48","0.686","1334","1678","44.29","1015","1243","44.95","732","878","45.47","60","63","48.78","61.41","72.82","45.75","672","858","43.92","396","474","45.52","51","56","47.66","12.88","88.19","301","330","47.70","218","233","48.34","33","38","46.48","15.14","83.69","371","528","41.27","178","241","42.48","18","18","50.00","10.11","92.53","576","729","44.14","296","370","44.44","9","7","56.25","3.04","98.11","8.20","92.82","1.010"
"8","Washington Capitals","35","1715.3833","20","7","8","18","48","0.686","1581","1474","51.75","1212","1095","52.54","877","794","52.48","85","62","57.82","69.82","64.27","52.07","795","759","51.16","478","435","52.35","74","49","60.16","15.48","88.74","299","303","49.67","214","204","51.20","44","37","54.32","20.56","81.86","496","456","52.10","264","231","53.33","30","12","71.43","11.36","94.81","683","610","52.82","358","324","52.49","11","13","45.83","3.07","95.99","9.69","92.19","1.019"
"9","Chicago Blackhawks","34","1625.0833","11","18","5","8","27","0.397","1362","1526","47.16","976","1116","46.65","714","819","46.58","48","73","39.67","55.17","64.7","46.02","652","755","46.34","379","453","45.55","41","62","39.81","10.82","86.31","237","251","48.57","174","207","45.67","26","40","39.39","14.94","80.68","415","504","45.16","205","246","45.45","15","22","40.54","7.32","91.06","621","684","47.59","308","344","47.24","7","11","38.89","2.27","96.80","6.72","91.09","0.978"
"10","Colorado Avalanche","30","1391.25","20","8","2","19","42","0.700","1382","1233","52.85","996","923","51.90","763","701","52.12","77","60","56.20","57.61","52.1","52.51","692","571","54.79","419","344","54.91","62","51","54.87","14.80","85.17","252","227","52.61","202","173","53.87","40","30","57.14","19.80","82.66","440","344","56.12","217","171","55.93","22","21","51.16","10.14","87.72","600","562","51.64","306","320","48.88","15","9","62.50","4.90","97.19","10.09","91.44","1.015"
