"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","Pittsburgh Penguins","31","1536.35","18","8","5","17","41","0.661","1496","1330","52.94","1167","984","54.25","877","741","54.20","70","53","56.91","67.04","55.1","54.88","772","648","54.37","479","390","55.12","64","49","56.64","13.36","87.44","299","243","55.17","234","190","55.19","41","33","55.41","17.52","82.63","473","405","53.87","245","200","55.06","23","16","58.97","9.39","92.00","645","593","52.10","366","313","53.90","6","4","60.00","1.64","98.72","7.98","92.85","1.008"
"2","Tampa Bay Lightning","34","1628.1333","21","8","5","19","47","0.691","1465","1394","51.24","1134","1066","51.55","785","799","49.56","67","60","52.76","67.87","59.85","53.14","795","738","51.86","445","456","49.39","55","52","51.40","12.36","88.60","350","263","57.10","242","212","53.30","39","36","52.00","16.12","83.02","445","475","48.37","203","244","45.41","16","16","50.00","7.88","93.44","589","591","49.92","307","313","49.52","11","8","57.89","3.58","97.44","8.54","92.49","1.010"
"3","Seattle Kraken","33","1639.9833","10","19","4","10","24","0.364","1337","1401","48.83","1009","1057","48.84","736","772","48.81","60","87","40.82","54.36","59.48","47.75","615","645","48.81","384","392","49.48","47","70","40.17","12.24","82.14","243","251","49.19","188","196","48.96","30","43","41.10","15.96","78.06","372","394","48.56","196","196","50.00","17","27","38.64","8.67","86.22","638","667","48.89","335","344","49.34","13","17","43.33","3.88","95.06","8.15","88.73","0.969"
"4","Vegas Golden Knights","35","1714.65","22","12","1","19","45","0.643","1701","1585","51.77","1274","1136","52.86","941","832","53.07","88","72","55.00","78.46","72.75","51.89","834","830","50.12","507","465","52.16","78","63","55.32","15.38","86.45","354","343","50.79","265","240","52.48","53","47","53.00","20.00","80.42","480","487","49.64","242","225","51.82","25","16","60.98","10.33","92.89","733","644","53.23","394","327","54.65","10","8","55.56","2.54","97.55","9.35","91.35","1.007"
"5","Montreal Canadiens","34","1631.4833","7","23","4","6","18","0.265","1446","1564","48.04","1054","1202","46.72","787","889","46.96","51","72","41.46","61.82","71.85","46.25","716","812","46.86","404","485","45.44","45","62","42.06","11.14","87.22","295","326","47.50","215","242","47.05","27","48","36.00","12.56","80.17","421","486","46.42","189","243","43.75","18","14","56.25","9.52","94.24","620","644","49.05","345","359","49.01","6","10","37.50","1.74","97.21","6.48","91.90","0.984"
"6","Toronto Maple Leafs","31","1526.1667","21","8","2","21","44","0.710","1537","1386","52.58","1157","1088","51.54","842","788","51.66","67","53","55.83","73.29","61.06","54.55","875","714","55.07","532","432","55.19","60","47","56.07","11.28","89.12","337","292","53.58","256","206","55.41","41","31","56.94","16.02","84.95","538","422","56.04","276","226","54.98","19","16","54.29","6.88","92.92","591","596","49.79","281","318","46.91","7","6","53.85","2.49","98.11","7.96","93.27","1.012"
"7","New York Rangers","34","1646.05","22","8","4","20","48","0.706","1297","1624","44.40","991","1202","45.19","715","847","45.77","59","59","50.00","59.46","70.45","45.77","651","832","43.90","387","459","45.74","51","52","49.51","13.18","88.67","286","319","47.27","211","224","48.51","33","36","47.83","15.64","83.93","365","513","41.57","176","235","42.82","18","16","52.94","10.23","93.19","562","705","44.36","288","356","44.72","8","7","53.33","2.78","98.03","8.25","93.03","1.013"
"8","Washington Capitals","34","1665.3833","20","6","8","18","48","0.706","1540","1438","51.71","1178","1067","52.47","853","773","52.46","84","58","59.15","68.22","62.14","52.33","771","739","51.06","464","421","52.43","73","46","61.34","15.73","89.07","294","294","50.00","211","197","51.72","44","36","55.00","20.85","81.73","477","445","51.74","253","224","53.04","29","10","74.36","11.46","95.54","666","596","52.77","348","317","52.33","11","12","47.83","3.16","96.21","9.85","92.50","1.023"
"9","Chicago Blackhawks","32","1530.4667","11","17","4","8","26","0.406","1272","1435","46.99","910","1052","46.38","662","774","46.10","44","67","39.64","51.2","61.24","45.53","611","720","45.91","353","435","44.80","38","60","38.78","10.76","86.21","215","240","47.25","156","198","44.07","23","38","37.70","14.74","80.81","396","480","45.21","197","237","45.39","15","22","40.54","7.61","90.72","577","632","47.73","283","319","47.01","6","7","46.15","2.12","97.81","6.65","91.34","0.980"
"10","Colorado Avalanche","28","1293.7333","18","8","2","17","38","0.679","1276","1147","52.66","921","860","51.71","702","650","51.92","70","59","54.26","53.3","47.89","52.67","649","527","55.19","394","314","55.65","57","50","53.27","14.47","84.08","239","205","53.83","191","155","55.20","36","29","55.38","18.85","81.29","410","322","56.01","203","159","56.08","21","21","50.00","10.34","86.79","541","526","50.70","272","300","47.55","13","9","59.09","4.78","97.00","9.97","90.92","1.009"
