"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","Pittsburgh Penguins","22","1089.2167","10","7","5","9","25","0.568","1046","978","51.68","814","720","53.06","621","552","52.94","43","38","53.09","47.56","40.92","53.76","528","487","52.02","331","301","52.37","42","35","54.55","12.69","88.37","216","180","54.55","176","143","55.17","29","23","55.77","16.48","83.92","312","307","50.40","155","158","49.52","13","12","52.00","8.39","92.41","464","434","51.67","265","229","53.64","1","3","25.00","0.38","98.69","6.92","93.12","1.000"
"2","Tampa Bay Lightning","20","950.7667","12","5","3","10","27","0.675","860","798","51.87","673","604","52.70","474","452","51.19","40","33","54.79","38.18","32.67","53.89","451","409","52.44","259","258","50.10","30","29","50.85","11.58","88.76","193","143","57.44","133","115","53.63","22","19","53.66","16.54","83.48","258","266","49.24","126","143","46.84","8","10","44.44","6.35","93.01","366","350","51.12","197","175","52.96","10","4","71.43","5.08","97.71","8.44","92.70","1.011"
"3","Seattle Kraken","22","1080.6","8","13","1","8","17","0.386","891","896","49.86","675","664","50.41","486","490","49.80","39","58","40.21","38.01","38.32","49.79","425","419","50.36","273","264","50.84","35","48","42.17","12.82","81.82","174","165","51.33","137","138","49.82","21","32","39.62","15.33","76.81","251","254","49.70","136","126","51.91","14","16","46.67","10.29","87.30","412","422","49.40","203","207","49.51","4","10","28.57","1.97","95.17","8.02","88.16","0.962"
"4","Vegas Golden Knights","21","1030.4","12","9","0","11","24","0.571","994","1029","49.13","741","741","50.00","556","558","49.91","49","48","50.52","46.54","49.81","48.31","495","546","47.55","307","327","48.42","43","44","49.43","14.01","86.54","217","227","48.87","159","170","48.33","30","35","46.15","18.87","79.41","278","319","46.57","148","157","48.52","13","9","59.09","8.78","94.27","417","411","50.36","217","210","50.82","6","4","60.00","2.76","98.10","8.81","91.40","1.002"
"5","Montreal Canadiens","24","1163.3667","6","16","2","6","14","0.292","1077","1106","49.34","770","855","47.38","576","627","47.88","37","49","43.02","44.51","49","47.60","534","551","49.22","295","329","47.28","32","42","43.24","10.85","87.23","211","222","48.73","148","160","48.05","19","33","36.54","12.84","79.38","323","329","49.54","147","169","46.52","13","9","59.09","8.84","94.67","455","473","49.03","252","266","48.65","5","7","41.67","1.98","97.37","6.42","92.19","0.986"
"6","Toronto Maple Leafs","23","1140.5","16","6","1","16","33","0.717","1158","1029","52.95","863","812","51.52","617","584","51.37","44","36","55.00","55.4","45.22","55.06","661","530","55.50","391","321","54.92","41","32","56.16","10.49","90.03","252","225","52.83","192","157","55.01","30","20","60.00","15.63","87.26","409","305","57.28","199","164","54.82","11","12","47.83","5.53","92.68","448","439","50.51","206","230","47.25","3","4","42.86","1.46","98.26","7.13","93.84","1.010"
"7","New York Rangers","20","965.55","13","4","3","12","29","0.725","794","963","45.19","601","718","45.56","419","498","45.69","37","35","51.39","36.47","41.29","46.90","400","504","44.25","235","275","46.08","34","32","51.52","14.47","88.36","173","179","49.15","127","125","50.40","21","22","48.84","16.54","82.40","227","325","41.12","108","150","41.86","13","10","56.52","12.04","93.33","339","403","45.69","159","200","44.29","3","3","50.00","1.89","98.50","8.83","92.97","1.018"
"8","Washington Capitals","22","1072.65","14","3","5","14","33","0.750","964","917","51.25","753","675","52.73","539","477","53.05","56","35","61.54","42.26","38.88","52.08","475","464","50.59","285","255","52.78","45","26","63.38","15.79","89.80","186","187","49.87","129","125","50.79","25","17","59.52","19.38","86.40","289","277","51.06","156","130","54.55","20","9","68.97","12.82","93.08","426","380","52.85","226","201","52.93","11","9","55.00","4.87","95.52","10.39","92.66","1.031"
"9","Chicago Blackhawks","21","1004.9","7","12","2","6","16","0.381","825","982","45.66","579","720","44.57","426","531","44.51","26","48","35.14","31.62","41.69","43.13","395","487","44.78","228","295","43.59","25","42","37.31","10.96","85.76","140","163","46.20","103","139","42.56","16","28","36.36","15.53","79.86","255","324","44.04","125","156","44.48","9","14","39.13","7.20","91.03","370","435","45.96","181","224","44.69","1","6","14.29","0.55","97.32","6.10","90.96","0.971"
"10","Colorado Avalanche","18","834.8667","11","6","1","10","23","0.639","797","735","52.02","571","539","51.44","435","406","51.72","42","36","53.85","33.5","30.12","52.66","410","343","54.45","250","196","56.05","34","30","53.13","13.60","84.69","153","129","54.26","117","97","54.67","20","16","55.56","17.09","83.51","257","214","54.56","133","99","57.33","14","14","50.00","10.53","85.86","327","331","49.70","162","184","46.82","8","6","57.14","4.94","96.74","9.66","91.13","1.008"
