"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","San Jose Sharks","30","1457.2667","9","16","5","8","23","0.383","1329","1406","48.59","968","1015","48.81","688","728","48.59","64","76","45.71","63.64","61.21","50.97","742","726","50.54","415","404","50.67","53","65","44.92","12.77","83.91","316","254","55.44","211","172","55.09","30","31","49.18","14.22","81.98","426","472","47.44","204","232","46.79","23","34","40.35","11.27","85.34","507","584","46.47","239","282","45.87","11","11","50.00","4.60","96.10","9.30","89.56","0.989"
"2","Nashville Predators","25","1157.5667","12","11","2","10","26","0.520","1105","1134","49.35","805","829","49.27","559","609","47.86","40","46","46.51","50.98","52.19","49.41","552","581","48.72","291","336","46.41","32","39","45.07","11.00","88.39","218","232","48.44","147","165","47.12","24","23","51.06","16.33","86.06","334","349","48.90","144","171","45.71","8","16","33.33","5.56","90.64","472","458","50.75","240","234","50.63","8","7","53.33","3.33","97.01","7.16","92.45","0.996"
"3","Tampa Bay Lightning","27","1254.7167","17","9","1","17","35","0.648","1214","1130","51.79","906","831","52.16","645","615","51.19","55","51","51.89","61.91","54.75","53.07","712","616","53.61","397","339","53.94","45","45","50.00","11.34","86.73","314","247","55.97","209","177","54.15","31","27","53.45","14.83","84.75","398","369","51.89","188","162","53.71","14","18","43.75","7.45","88.89","427","444","49.02","217","248","46.67","9","6","60.00","4.15","97.58","8.53","91.71","1.002"
"4","New York Rangers","29","1387.25","14","10","5","13","33","0.569","1340","1225","52.24","999","887","52.97","727","654","52.64","57","53","51.82","62","57.01","52.10","687","634","52.01","375","354","51.44","45","43","51.14","12.00","87.85","280","265","51.38","189","188","50.13","32","27","54.24","16.93","85.64","407","369","52.45","186","166","52.84","13","16","44.83","6.99","90.36","557","487","53.35","326","268","54.88","12","10","54.55","3.68","96.27","7.84","91.90","0.997"
"5","Vegas Golden Knights","30","1479.4833","20","9","1","18","41","0.683","1416","1508","48.43","1024","1030","49.85","758","742","50.53","63","56","52.94","67.23","60.49","52.64","728","749","49.29","426","393","52.01","56","46","54.90","13.15","88.30","316","267","54.20","226","180","55.67","33","26","55.93","14.60","85.56","412","482","46.09","200","213","48.43","23","20","53.49","11.50","90.61","550","619","47.05","280","305","47.86","7","9","43.75","2.50","97.05","8.31","92.45","1.008"
"6","Los Angeles Kings","31","1478.9333","15","11","5","14","35","0.565","1469","1358","51.96","1088","962","53.07","785","679","53.62","67","68","49.63","66.94","58.55","53.34","761","687","52.56","439","385","53.28","58","58","50.00","13.21","84.94","312","286","52.17","214","193","52.58","33","35","48.53","15.42","81.87","449","401","52.82","225","192","53.96","25","23","52.08","11.11","88.02","587","537","52.22","313","254","55.20","9","10","47.37","2.88","96.06","8.54","89.99","0.985"
"7","Boston Bruins","27","1246.7333","22","4","1","21","45","0.833","1213","1060","53.37","922","790","53.86","698","584","54.45","63","35","64.29","57.97","44.64","56.50","655","520","55.74","392","295","57.06","51","32","61.45","13.01","89.15","277","211","56.76","203","150","57.51","34","16","68.00","16.75","89.33","378","309","55.02","189","145","56.59","17","16","51.52","8.99","88.97","501","461","52.08","277","243","53.27","12","3","80.00","4.33","98.77","9.03","94.01","1.030"
"8","Washington Capitals","30","1420.9","14","12","4","14","32","0.533","1376","1362","50.26","994","1001","49.82","695","717","49.22","50","56","47.17","60.08","60.34","49.89","682","662","50.74","379","369","50.67","48","47","50.53","12.66","87.26","272","260","51.13","174","177","49.57","27","33","45.00","15.52","81.36","410","402","50.49","205","192","51.64","21","14","60.00","10.24","92.71","559","595","48.44","254","313","44.80","2","9","18.18","0.79","97.12","7.19","92.19","0.994"
"9","Columbus Blue Jackets","27","1307.1333","10","15","2","10","22","0.407","1166","1421","45.07","849","1037","45.02","616","751","45.06","57","80","41.61","50.49","60.88","45.33","534","668","44.43","325","371","46.70","42","66","38.89","12.92","82.21","200","250","44.44","144","173","45.43","24","42","36.36","16.67","75.72","334","418","44.41","181","198","47.76","18","24","42.86","9.94","87.88","510","637","44.46","259","343","43.02","15","14","51.72","5.79","95.92","9.25","89.35","0.986"
"10","Carolina Hurricanes","27","1280.4667","15","6","6","13","36","0.667","1437","928","60.76","1059","698","60.27","710","515","57.96","53","41","56.38","62.98","44.97","58.34","694","477","59.27","370","293","55.81","46","35","56.79","12.43","88.05","286","223","56.19","195","158","55.24","29","22","56.86","14.87","86.08","408","254","61.63","175","135","56.45","17","13","56.67","9.71","90.37","619","354","63.62","311","183","62.96","7","6","53.85","2.25","96.72","7.46","92.04","0.995"
