"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","Pittsburgh Penguins","11","539.3167","4","3","4","4","12","0.545","533","474","52.93","416","353","54.10","315","280","52.94","26","21","55.32","24.29","19.06","56.03","264","251","51.26","173","162","51.64","25","19","56.82","14.45","88.27","115","84","57.79","97","72","57.40","17","11","60.71","17.53","84.72","149","167","47.15","76","90","45.78","8","8","50.00","10.53","91.11","243","194","55.61","128","105","54.94","1","2","33.33","0.78","98.10","8.25","92.50","1.008"
"2","Tampa Bay Lightning","12","559.7833","6","3","3","6","15","0.625","499","463","51.87","390","349","52.77","279","260","51.76","21","20","51.22","22.89","19.85","53.57","267","240","52.66","149","152","49.50","18","16","52.94","12.08","89.47","108","83","56.54","71","66","51.82","12","11","52.17","16.90","83.33","159","157","50.32","78","86","47.56","6","5","54.55","7.69","94.19","205","203","50.25","119","100","54.34","3","4","42.86","2.52","96.00","7.53","92.31","0.998"
"3","Seattle Kraken","13","622.3167","4","8","1","4","9","0.346","551","494","52.73","412","367","52.89","294","264","52.69","26","34","43.33","23.87","20.99","53.21","277","230","54.64","175","144","54.86","23","31","42.59","13.14","78.47","110","90","55.00","85","78","52.15","13","20","39.39","15.29","74.36","167","140","54.40","90","66","57.69","10","11","47.62","11.11","83.33","240","238","50.21","114","111","50.67","3","3","50.00","2.63","97.30","8.84","87.12","0.960"
"4","Vegas Golden Knights","13","649.1667","7","6","0","6","14","0.538","633","667","48.69","463","484","48.89","339","363","48.29","26","28","48.15","27.04","32.92","45.10","293","360","44.87","172","217","44.22","22","25","46.81","12.79","88.48","124","150","45.26","89","111","44.50","16","21","43.24","17.98","81.08","169","210","44.59","83","106","43.92","6","4","60.00","7.23","96.23","291","258","53.01","148","131","53.05","4","3","57.14","2.70","97.71","7.67","92.29","1.000"
"5","Montreal Canadiens","14","651.5333","3","10","1","3","7","0.250","611","562","52.09","427","418","50.53","324","303","51.67","18","25","41.86","26.35","23.83","52.50","316","282","52.84","182","160","53.22","16","21","43.24","8.79","86.88","125","112","52.74","93","76","55.03","9","16","36.00","9.68","78.95","191","170","52.91","89","84","51.45","7","5","58.33","7.87","94.05","251","231","52.07","131","126","50.97","2","4","33.33","1.53","96.83","5.56","91.75","0.973"
"6","Toronto Maple Leafs","14","684.5","8","5","1","8","17","0.607","723","619","53.87","525","487","51.88","375","357","51.23","23","26","46.94","33.77","27.74","54.91","419","319","56.78","237","198","54.48","22","23","48.89","9.28","88.38","155","131","54.20","118","95","55.40","14","15","48.28","11.86","84.21","264","188","58.41","119","103","53.60","8","8","50.00","6.72","92.23","275","262","51.21","123","139","46.95","1","3","25.00","0.81","97.84","6.13","92.72","0.989"
"7","New York Rangers","13","612.6167","7","3","3","7","17","0.654","486","635","43.35","353","478","42.48","230","325","41.44","16","22","42.11","20.25","28.02","41.95","240","347","40.89","136","191","41.59","16","22","42.11","11.76","88.48","85","122","41.06","64","88","42.11","6","14","30.00","9.38","84.09","155","225","40.79","72","103","41.14","10","8","55.56","13.89","92.23","209","250","45.53","84","116","42.00","0","0","-","0.00","100.00","6.96","93.23","1.002"
"8","Washington Capitals","12","573.1167","6","2","4","6","16","0.667","512","492","51.00","403","341","54.17","289","249","53.72","30","19","61.22","23.67","19.55","54.77","269","242","52.64","158","135","53.92","26","12","68.42","16.46","91.11","109","88","55.33","80","64","55.56","13","9","59.09","16.25","85.94","160","154","50.96","78","71","52.35","13","3","81.25","16.67","95.77","208","205","50.36","114","106","51.82","4","7","36.36","3.51","93.40","10.38","92.37","1.028"
"9","Chicago Blackhawks","14","653.9667","3","9","2","2","8","0.286","524","661","44.22","378","487","43.70","275","360","43.31","16","41","28.07","20.19","28.73","41.28","259","340","43.24","146","201","42.07","15","37","28.85","10.27","81.59","94","111","45.85","69","96","41.82","11","25","30.56","15.94","73.96","165","229","41.88","77","105","42.31","4","12","25.00","5.19","88.57","231","282","45.03","120","148","44.78","1","4","20.00","0.83","97.30","5.82","88.61","0.944"
"10","Colorado Avalanche","10","463.3667","4","5","1","3","9","0.450","447","438","50.51","314","322","49.37","246","251","49.50","18","24","42.86","19.15","16.97","53.02","238","193","55.22","147","120","55.06","13","21","38.24","8.84","82.50","90","69","56.60","73","58","55.73","8","9","47.06","10.96","84.48","148","124","54.41","74","62","54.41","5","12","29.41","6.76","80.65","181","202","47.26","92","110","45.54","5","3","62.50","5.43","97.27","7.32","90.44","0.978"
