"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","Pittsburgh Penguins","43","2131.9833","27","10","6","25","60","0.698","2046","1855","52.45","1578","1379","53.36","1187","1033","53.47","99","76","56.57","94.33","80.32","54.01","1056","929","53.20","660","565","53.88","90","70","56.25","13.64","87.61","416","357","53.82","329","284","53.67","57","50","53.27","17.33","82.39","640","572","52.81","331","281","54.08","33","20","62.26","9.97","92.88","874","797","52.30","482","413","53.85","9","6","60.00","1.87","98.55","8.34","92.64","1.010"
"2","Tampa Bay Lightning","44","2102.9","29","10","5","27","63","0.716","1896","1793","51.40","1472","1381","51.59","1023","1018","50.12","96","77","55.49","88.18","76.82","53.44","1049","953","52.40","599","583","50.68","80","67","54.42","13.36","88.51","452","339","57.14","315","262","54.59","55","44","55.56","17.46","83.21","597","614","49.30","284","321","46.94","25","23","52.08","8.80","92.83","758","760","49.93","388","395","49.55","15","10","60.00","3.87","97.47","9.38","92.44","1.018"
"3","Seattle Kraken","43","2096.95","14","25","4","13","32","0.372","1747","1783","49.49","1307","1334","49.49","939","970","49.19","75","106","41.44","71.11","75.12","48.63","812","848","48.92","496","505","49.55","59","88","40.14","11.90","82.57","324","318","50.47","243","244","49.90","38","55","40.86","15.64","77.46","488","530","47.94","253","261","49.22","21","33","38.89","8.30","87.36","824","822","50.06","421","422","49.94","16","18","47.06","3.80","95.73","7.99","89.07","0.971"
"4","Vegas Golden Knights","44","2160.0333","25","16","3","22","53","0.602","2149","1951","52.41","1606","1395","53.52","1184","1027","53.55","102","89","53.40","98.63","90.7","52.09","1044","1017","50.66","627","578","52.03","88","77","53.33","14.04","86.68","441","433","50.46","324","302","51.76","61","57","51.69","18.83","81.13","603","584","50.80","303","276","52.33","27","20","57.45","8.91","92.75","933","788","54.21","502","400","55.65","14","11","56.00","2.79","97.25","8.61","91.33","0.999"
"5","Montreal Canadiens","42","1998.0167","8","27","7","7","23","0.274","1731","1962","46.87","1270","1510","45.68","951","1109","46.17","64","93","40.76","73.84","90.5","44.93","843","1014","45.40","485","608","44.37","57","82","41.01","11.75","86.51","348","405","46.22","254","297","46.10","34","62","35.42","13.39","79.12","495","609","44.84","231","311","42.62","23","20","53.49","9.96","93.57","746","810","47.94","415","444","48.31","7","11","38.89","1.69","97.52","6.73","91.61","0.983"
"6","Toronto Maple Leafs","39","1920.6667","26","10","3","24","55","0.705","1912","1702","52.91","1432","1327","51.90","1052","961","52.26","85","76","52.80","92.22","75.13","55.11","1090","861","55.87","668","524","56.04","75","70","51.72","11.23","86.64","421","353","54.39","323","252","56.17","50","49","50.51","15.48","80.56","669","508","56.84","345","272","55.92","25","21","54.35","7.25","92.28","736","738","49.93","349","381","47.81","10","6","62.50","2.87","98.43","8.08","92.09","1.002"
"7","New York Rangers","44","2141.9","28","12","4","25","60","0.682","1689","2109","44.47","1281","1562","45.06","923","1100","45.63","80","81","49.69","77.54","94.95","44.95","834","1086","43.44","497","603","45.18","66","72","47.83","13.28","88.06","371","438","45.86","270","311","46.47","44","53","45.36","16.30","82.96","463","648","41.67","227","292","43.74","22","19","53.66","9.69","93.49","740","912","44.79","376","455","45.25","14","9","60.87","3.72","98.02","8.67","92.64","1.013"
"8","Washington Capitals","44","2152.4833","23","12","9","21","55","0.625","2007","1858","51.93","1525","1379","52.51","1091","992","52.38","99","77","56.25","88.83","82.73","51.78","1018","965","51.34","604","561","51.85","86","61","58.50","14.24","89.13","382","381","50.07","268","261","50.66","50","42","54.35","18.66","83.91","636","584","52.13","336","300","52.83","36","19","65.45","10.71","93.67","862","761","53.11","440","392","52.88","13","16","44.83","2.95","95.92","9.07","92.24","1.013"
"9","Chicago Blackhawks","43","2068.5167","16","20","7","13","39","0.453","1741","1985","46.73","1261","1430","46.86","926","1049","46.89","63","88","41.72","70.38","83.52","45.73","811","970","45.54","476","584","44.91","55","75","42.31","11.55","87.16","303","330","47.87","222","266","45.49","33","48","40.74","14.86","81.95","508","640","44.25","254","318","44.41","22","27","44.90","8.66","91.51","820","893","47.87","418","434","49.06","8","13","38.10","1.91","97.00","6.80","91.61","0.984"
"10","Colorado Avalanche","41","1915.9","30","8","3","27","63","0.768","1928","1690","53.29","1393","1278","52.15","1073","955","52.91","103","74","58.19","80.26","71.8","52.78","935","795","54.05","564","487","53.66","83","61","57.64","14.72","87.47","358","324","52.49","280","239","53.95","56","35","61.54","20.00","85.36","577","471","55.06","284","248","53.38","27","26","50.94","9.51","89.52","864","757","53.30","452","420","51.83","20","13","60.61","4.42","96.90","9.60","92.25","1.019"
