"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","Pittsburgh Penguins","70","3445.4","41","19","10","38","92","0.657","3309","3020","52.28","2556","2266","53.01","1903","1694","52.91","149","129","53.60","149.96","131.74","53.23","1652","1470","52.91","1037","919","53.02","131","118","52.61","12.63","87.16","665","580","53.41","531","461","53.53","92","84","52.27","17.33","81.78","987","890","52.58","506","458","52.49","39","34","53.42","7.71","92.58","1452","1348","51.86","777","693","52.86","18","11","62.07","2.32","98.41","7.83","92.38","1.002"
"2","Tampa Bay Lightning","68","3241.25","43","18","7","41","93","0.684","2933","2795","51.20","2275","2136","51.58","1595","1555","50.63","145","120","54.72","140.04","121.82","53.48","1633","1465","52.71","940","872","51.88","124","104","54.39","13.19","88.07","693","543","56.07","484","408","54.26","81","74","52.26","16.74","81.86","940","922","50.48","456","464","49.57","43","30","58.90","9.43","93.53","1166","1193","49.43","604","622","49.27","20","16","55.56","3.31","97.43","9.09","92.28","1.014"
"3","Seattle Kraken","68","3325.8","21","41","6","19","48","0.353","2903","2871","50.28","2152","2181","49.67","1549","1564","49.76","124","159","43.82","117.64","126.94","48.10","1369","1407","49.32","811","812","49.97","100","135","42.55","12.33","83.37","530","566","48.36","394","414","48.76","64","90","41.56","16.24","78.26","839","841","49.94","417","398","51.17","36","45","44.44","8.63","88.69","1341","1288","51.01","691","678","50.47","24","24","50.00","3.47","96.46","8.01","89.83","0.978"
"4","Vegas Golden Knights","70","3453.3167","38","28","4","34","80","0.571","3468","3176","52.20","2597","2250","53.58","1899","1652","53.48","152","141","51.88","157.39","142.5","52.48","1718","1640","51.16","1025","928","52.48","133","117","53.20","12.98","87.39","719","674","51.62","519","477","52.11","90","82","52.33","17.34","82.81","999","966","50.84","506","451","52.87","43","35","55.13","8.50","92.24","1469","1284","53.36","780","634","55.16","18","23","43.90","2.31","96.37","8.00","91.46","0.995"
"5","Montreal Canadiens","69","3280.9333","19","39","11","16","49","0.355","2827","3233","46.65","2092","2464","45.92","1576","1817","46.45","118","157","42.91","126.35","154.18","45.04","1390","1704","44.93","810","1016","44.36","101","137","42.44","12.47","86.52","574","716","44.50","411","518","44.24","57","100","36.31","13.87","80.69","816","988","45.23","399","498","44.48","44","37","54.32","11.03","92.57","1197","1312","47.71","678","718","48.57","17","19","47.22","2.51","97.35","7.49","91.36","0.988"
"6","Toronto Maple Leafs","68","3345.1667","44","19","5","42","93","0.684","3399","2932","53.69","2565","2256","53.20","1859","1668","52.71","170","154","52.47","159.23","129.21","55.20","1864","1451","56.23","1112","886","55.66","150","136","52.45","13.49","84.65","721","584","55.25","524","428","55.04","93","90","50.82","17.75","78.97","1143","867","56.87","588","458","56.21","57","46","55.34","9.69","89.96","1379","1285","51.76","687","687","50.00","19","18","51.35","2.77","97.38","9.14","90.77","0.999"
"7","New York Rangers","69","3391.4333","44","20","5","40","93","0.674","2759","3200","46.30","2092","2378","46.80","1521","1701","47.21","129","127","50.39","127.36","145.93","46.60","1374","1668","45.17","815","941","46.41","109","112","49.32","13.37","88.10","606","680","47.12","452","489","48.03","76","78","49.35","16.81","84.05","768","988","43.74","363","452","44.54","33","34","49.25","9.09","92.48","1211","1344","47.40","638","686","48.19","20","15","57.14","3.13","97.81","8.48","92.53","1.010"
"8","Washington Capitals","68","3309.9833","37","21","10","32","84","0.618","3015","2993","50.18","2314","2222","51.01","1646","1575","51.10","146","125","53.87","133.2","131.3","50.36","1515","1487","50.47","890","855","51.00","124","104","54.39","13.93","87.84","567","583","49.30","391","412","48.69","71","72","49.65","18.16","82.52","948","904","51.19","499","443","52.97","53","32","62.35","10.62","92.78","1298","1291","50.14","676","656","50.75","22","21","51.16","3.25","96.80","8.87","92.06","1.009"
"9","Chicago Blackhawks","69","3365.1","24","35","10","20","58","0.420","2815","3302","46.02","2045","2389","46.12","1527","1781","46.16","118","157","42.91","115.53","140.62","45.10","1324","1616","45.03","807","967","45.49","101","135","42.80","12.52","86.04","496","567","46.66","376","437","46.25","59","83","41.55","15.69","81.01","828","1049","44.11","431","530","44.85","42","52","44.68","9.74","90.19","1300","1485","46.68","656","758","46.39","17","22","43.59","2.59","97.10","7.73","91.18","0.989"
"10","Colorado Avalanche","69","3274.4667","49","14","6","46","104","0.754","3352","2940","53.27","2437","2223","52.30","1868","1674","52.74","159","118","57.40","140.98","125.79","52.85","1624","1380","54.06","982","846","53.72","131","98","57.21","13.34","88.42","614","590","51.00","463","435","51.56","83","61","57.64","17.93","85.98","1010","790","56.11","519","411","55.81","48","37","56.47","9.25","91.00","1505","1335","52.99","798","754","51.42","28","19","59.57","3.51","97.48","8.51","92.95","1.015"
"11","Vancouver Canucks","69","3362.2333","32","28","9","29","73","0.529","3167","3182","49.88","2360","2354","50.06","1734","1718","50.23","122","118","50.83","133.16","139.64","48.81","1521","1622","48.39","882","963","47.80","101","104","49.27","11.45","89.20","542","632","46.17","389","463","45.66","65","67","49.24","16.71","85.53","979","990","49.72","493","500","49.65","36","37","49.32","7.30","92.60","1402","1345","51.04","769","683","52.96","21","14","60.00","2.73","97.95","7.04","93.13","1.002"
"12","Edmonton Oilers","69","3338.7667","39","25","5","35","83","0.601","3289","2952","52.70","2432","2286","51.55","1784","1709","51.07","151","152","49.83","148.83","136.66","52.13","1574","1546","50.45","932","946","49.63","135","122","52.53","14.48","87.10","650","617","51.30","487","459","51.48","96","82","53.93","19.71","82.14","924","929","49.87","445","487","47.75","39","40","49.37","8.76","91.79","1497","1209","55.32","790","679","53.78","16","29","35.56","2.03","95.73","8.46","91.11","0.996"
