"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","Pittsburgh Penguins","13","634.5667","5","4","4","4","14","0.538","616","564","52.20","478","420","53.23","358","330","52.03","30","26","53.57","27.98","23.19","54.68","305","296","50.75","196","189","50.91","29","24","54.72","14.80","87.30","128","104","55.17","107","87","55.15","18","14","56.25","16.82","83.91","177","192","47.97","89","102","46.60","11","10","52.38","12.36","90.20","281","238","54.14","147","127","53.65","1","2","33.33","0.68","98.43","8.38","92.12","1.005"
"2","Tampa Bay Lightning","13","611.85","7","3","3","7","17","0.654","533","514","50.91","418","386","51.99","299","285","51.20","22","22","50.00","24.8","21.88","53.14","289","272","51.52","163","169","49.10","18","18","50.00","11.04","89.35","121","90","57.35","79","71","52.67","12","12","50.00","15.19","83.10","168","182","48.00","84","98","46.15","6","6","50.00","7.14","93.88","217","220","49.66","125","107","53.88","4","4","50.00","3.20","96.26","7.36","92.28","0.996"
"3","Seattle Kraken","15","727.5333","4","10","1","4","9","0.300","632","585","51.93","478","435","52.35","339","316","51.76","29","41","41.43","27.18","24.71","52.38","314","275","53.31","201","172","53.89","26","35","42.62","12.94","79.65","125","103","54.82","98","89","52.41","14","24","36.84","14.29","73.03","189","172","52.35","103","83","55.38","12","11","52.17","11.65","86.75","281","276","50.45","133","132","50.19","3","6","33.33","2.26","95.45","8.55","87.03","0.956"
"4","Vegas Golden Knights","15","733.5","9","6","0","8","18","0.600","718","753","48.81","528","545","49.21","390","406","48.99","33","34","49.25","31.89","37.47","45.98","337","411","45.05","204","245","45.43","29","31","48.33","14.22","87.35","148","168","46.84","107","124","46.32","20","25","44.44","18.69","79.84","189","243","43.75","97","121","44.50","9","6","60.00","9.28","95.04","322","288","52.79","163","146","52.75","4","3","57.14","2.45","97.95","8.46","91.63","1.001"
"5","Montreal Canadiens","16","745.9667","4","10","2","4","10","0.313","688","654","51.27","483","488","49.74","369","350","51.32","21","29","42.00","29.19","26.75","52.17","354","327","51.98","201","185","52.07","18","24","42.86","8.96","87.03","141","126","52.81","103","86","54.50","10","18","35.71","9.71","79.07","213","201","51.45","98","99","49.75","8","6","57.14","8.16","93.94","283","269","51.27","154","145","51.51","3","5","37.50","1.95","96.55","5.69","91.71","0.974"
"6","Toronto Maple Leafs","16","790.3333","10","5","1","10","21","0.656","817","720","53.16","597","566","51.33","425","409","50.96","28","31","47.46","37.79","31.27","54.72","468","367","56.05","267","225","54.27","26","27","49.06","9.74","88.00","171","151","53.11","128","108","54.24","16","17","48.48","12.50","84.26","297","216","57.89","139","117","54.30","10","10","50.00","7.19","91.45","318","310","50.64","143","161","47.04","2","4","33.33","1.40","97.52","6.59","92.42","0.990"
"7","New York Rangers","14","661.7833","8","3","3","8","19","0.679","532","688","43.61","392","521","42.94","262","357","42.33","20","24","45.45","22.17","31.52","41.29","262","372","41.32","152","207","42.34","18","23","43.90","11.84","88.89","98","136","41.88","76","98","43.68","8","15","34.78","10.53","84.69","164","236","41.00","76","109","41.08","10","8","55.56","13.16","92.66","233","278","45.60","100","132","43.10","2","1","66.67","2.00","99.24","7.63","93.28","1.009"
"8","Washington Capitals","14","671.3","8","2","4","8","20","0.714","595","581","50.60","471","411","53.40","336","295","53.25","36","22","62.07","26.82","24.23","52.54","307","295","51.00","183","162","53.04","30","14","68.18","16.39","91.36","120","111","51.95","85","79","51.83","14","11","56.00","16.47","86.08","187","184","50.40","98","83","54.14","16","3","84.21","16.33","96.39","251","238","51.33","135","124","52.12","6","8","42.86","4.44","93.55","10.71","92.54","1.033"
"9","Chicago Blackhawks","15","699.8333","4","9","2","3","10","0.333","556","698","44.34","399","512","43.80","291","378","43.50","16","41","28.07","21.63","30.36","41.61","276","360","43.40","156","212","42.39","15","37","28.85","9.62","82.55","101","122","45.29","75","104","41.90","11","25","30.56","14.67","75.96","175","238","42.37","81","108","42.86","4","12","25.00","4.94","88.89","243","294","45.25","126","155","44.84","1","4","20.00","0.79","97.42","5.50","89.15","0.947"
"10","Colorado Avalanche","12","558.8","6","5","1","5","13","0.542","532","512","50.96","378","375","50.20","293","294","49.91","25","26","49.02","22.67","20.35","52.70","285","231","55.23","178","141","55.80","19","22","46.34","10.67","84.40","104","83","55.61","84","67","55.63","11","10","52.38","13.10","85.07","181","148","55.02","94","74","55.95","8","12","40.00","8.51","83.78","212","234","47.53","103","131","44.02","6","4","60.00","5.83","96.95","8.53","91.16","0.997"
"11","Vancouver Canucks","15","690.6","5","8","2","4","12","0.400","638","602","51.45","455","457","49.89","340","351","49.20","24","25","48.98","24.74","28.96","46.07","301","324","48.16","168","210","44.44","19","22","46.34","11.31","89.52","109","133","45.04","76","109","41.08","13","13","50.00","17.11","88.07","192","191","50.13","92","101","47.67","6","9","40.00","6.52","91.09","295","240","55.14","159","127","55.59","5","3","62.50","3.14","97.64","7.06","92.88","0.999"
"12","Edmonton Oilers","13","628.15","10","3","0","9","20","0.769","585","569","50.69","421","440","48.90","317","337","48.47","30","30","50.00","26.05","26.23","49.82","292","296","49.66","169","195","46.43","26","24","52.00","15.38","87.69","126","133","48.65","100","104","49.02","20","16","55.56","20.00","84.62","166","163","50.46","69","91","43.13","6","8","42.86","8.70","91.21","253","227","52.71","136","122","52.71","4","5","44.44","2.94","95.90","9.46","91.10","1.006"
"13","Buffalo Sabres","14","683.4833","6","6","2","5","14","0.500","591","583","50.34","457","456","50.05","336","348","49.12","28","29","49.12","24.11","25.93","48.18","281","278","50.27","166","170","49.40","23","25","47.92","13.86","85.29","113","127","47.08","86","98","46.74","15","14","51.72","17.44","85.71","168","151","52.66","80","72","52.63","8","11","42.11","10.00","84.72","284","273","50.99","163","169","49.10","5","3","62.50","3.07","98.22","8.33","91.67","1.000"
"14","Ottawa Senators","14","674.6667","4","9","1","4","9","0.321","590","707","45.49","448","520","46.28","325","385","45.77","25","31","44.64","26.97","29.28","47.95","309","343","47.39","189","197","48.96","19","25","43.18","10.05","87.31","127","119","51.63","85","87","49.42","13","16","44.83","15.29","81.61","182","224","44.83","104","110","48.60","6","9","40.00","5.77","91.82","244","320","43.26","121","171","41.44","6","6","50.00","4.96","96.49","7.69","91.95","0.996"
"15","Detroit Red Wings","16","745.3","8","6","2","8","18","0.563","633","744","45.97","502","560","47.27","383","409","48.36","28","30","48.28","32.76","33.27","49.61","334","384","46.52","212","227","48.29","26","24","52.00","12.26","89.43","142","174","44.94","108","119","47.58","18","14","56.25","16.67","88.24","192","210","47.76","104","108","49.06","8","10","44.44","7.69","90.74","260","307","45.86","152","161","48.56","2","6","25.00","1.32","96.27","7.31","92.67","1.000"
"16","Florida Panthers","15","706.0667","10","2","3","10","23","0.767","755","589","56.18","566","443","56.10","416","325","56.14","35","23","60.34","31.57","27.46","53.49","384","306","55.65","236","186","55.92","34","18","65.38","14.41","90.32","134","127","51.34","107","100","51.69","24","12","66.67","22.43","88.00","250","179","58.28","129","86","60.00","10","6","62.50","7.75","93.02","331","250","56.97","164","122","57.34","1","5","16.67","0.61","95.90","8.41","92.92","1.013"
"17","Dallas Stars","13","629.5167","5","6","2","4","12","0.462","554","576","49.03","411","417","49.64","300","304","49.67","16","21","43.24","23.34","22.03","51.45","290","261","52.63","174","154","53.05","15","19","44.12","8.62","87.66","111","100","52.61","81","70","53.64","12","13","48.00","14.81","81.43","179","161","52.65","93","84","52.54","3","6","33.33","3.23","92.86","238","267","47.13","114","134","45.97","1","2","33.33","0.88","98.51","5.33","93.09","0.984"
"18","New York Islanders","11","547.6167","5","4","2","5","12","0.545","482","587","45.09","375","420","47.17","276","292","48.59","22","18","55.00","23.01","21.98","51.15","231","283","44.94","146","152","48.99","19","16","54.29","13.01","89.47","93","105","46.97","70","82","46.05","14","11","56.00","20.00","86.59","138","178","43.67","76","70","52.05","5","5","50.00","6.58","92.86","224","281","44.36","123","135","47.67","3","2","60.00","2.44","98.52","7.97","93.84","1.018"
"19","Carolina Hurricanes","13","564.2167","11","2","0","11","22","0.846","585","493","54.27","435","380","53.37","312","274","53.24","28","15","65.12","26.8","25.68","51.07","280","241","53.74","158","148","51.63","22","14","61.11","13.92","90.54","124","108","53.45","89","81","52.35","14","12","53.85","15.73","85.19","156","133","53.98","69","67","50.74","8","2","80.00","11.59","97.01","250","214","53.88","137","117","53.94","6","1","85.71","4.38","99.15","8.97","94.53","1.035"
"20","Arizona Coyotes","15","723.8833","1","13","1","1","3","0.100","564","656","46.23","431","494","46.59","306","357","46.15","18","35","33.96","22.5","27.12","45.35","269","304","46.95","167","193","46.39","14","29","32.56","8.38","84.97","103","132","43.83","85","102","45.45","9","17","34.62","10.59","83.33","166","172","49.11","82","91","47.40","5","12","29.41","6.10","86.81","254","310","45.04","127","155","45.04","4","6","40.00","3.15","96.13","5.88","90.20","0.961"
"21","Columbus Blue Jackets","12","579.1","7","5","0","6","14","0.583","543","560","49.23","402","432","48.20","292","325","47.33","24","25","48.98","24.32","25.12","49.19","284","289","49.56","157","186","45.77","17","18","48.57","10.83","90.32","109","110","49.77","83","87","48.82","10","7","58.82","12.05","91.95","175","179","49.44","74","99","42.77","7","11","38.89","9.46","88.89","219","244","47.30","119","132","47.41","7","7","50.00","5.88","94.70","8.22","92.31","1.005"
"22","Nashville Predators","15","710.45","9","5","1","8","19","0.633","600","620","49.18","459","470","49.41","320","352","47.62","27","23","54.00","25.68","25.55","50.13","314","310","50.32","191","192","49.87","25","21","54.35","13.09","89.06","98","112","46.67","76","86","46.91","14","14","50.00","18.42","83.72","216","198","52.17","115","106","52.04","11","7","61.11","9.57","93.40","259","273","48.68","118","148","44.36","2","2","50.00","1.69","98.65","8.44","93.47","1.019"
"23","Winnipeg Jets","14","689.5333","8","3","3","7","19","0.679","680","614","52.55","497","458","52.04","339","328","50.82","30","21","58.82","30.69","28.29","52.04","342","326","51.20","186","179","50.96","25","19","56.82","13.44","89.39","140","131","51.66","100","89","52.91","18","14","56.25","18.00","84.27","202","195","50.88","86","90","48.86","7","5","58.33","8.14","94.44","305","246","55.35","141","126","52.81","5","2","71.43","3.55","98.41","8.85","93.60","1.024"
